Sample	Length	Plus_Count	Minus_Count	Plus_Ratio	Minus_Ratio
SRR1944914	37	40	1	0.0003	0.0094
SRR1944914	38	15	0	0.0001	0.0
SRR1944914	39	14	0	0.0001	0.0
SRR1944914	40	13	0	0.0001	0.0
SRR1944914	41	3	0	0.0	0.0
SRR1944914	42	1	0	0.0	0.0
SRR1944914	43	2	0	0.0	0.0
SRR1944914	44	2	0	0.0	0.0
SRR1944914	45	3	0	0.0	0.0
SRR1944915	20	729	1	0.0032	0.0049
SRR1944915	21	1673	1	0.0073	0.0049
SRR1944915	22	1527	0	0.0067	0.0
SRR1944915	23	3906	0	0.0172	0.0
SRR1944915	24	1307	1	0.0057	0.0049
SRR1944915	25	30679	40	0.1347	0.1955
SRR1944915	26	52226	70	0.2293	0.3421
SRR1944915	27	96012	101	0.4216	0.4936
SRR1944915	28	473069	474	2.0771	2.3164
SRR1944915	29	5372686	4431	23.5901	21.6537
SRR1944915	30	8853163	8203	38.872	40.087
SRR1944915	31	6122550	5587	26.8826	27.3029
SRR1944915	32	1626538	1433	7.1417	7.0029
SRR1944915	33	135311	119	0.5941	0.5815
SRR1944915	34	3280	1	0.0144	0.0049
SRR1944915	35	418	1	0.0018	0.0049
SRR1944915	36	72	0	0.0003	0.0
SRR1944915	37	9	0	0.0	0.0
SRR1944915	38	1	0	0.0	0.0
SRR1944915	39	1	0	0.0	0.0
SRR1944916	20	499	0	0.0025	0.0
SRR1944916	21	1246	3	0.0061	0.0159
SRR1944916	22	1674	0	0.0083	0.0
SRR1944916	23	2145	1	0.0106	0.0053
SRR1944916	24	1044	0	0.0052	0.0
SRR1944916	25	29638	25	0.1463	0.1325
SRR1944916	26	46195	51	0.228	0.2702
SRR1944916	27	75486	81	0.3726	0.4292
SRR1944916	28	254187	273	1.2546	1.4464
SRR1944916	29	2856115	2505	14.0966	13.2722
SRR1944916	30	6557440	6160	32.3649	32.6375
SRR1944916	31	6900362	6572	34.0574	34.8204
SRR1944916	32	3026013	2754	14.9352	14.5915
SRR1944916	33	494839	429	2.4423	2.273
SRR1944916	34	12779	18	0.0631	0.0954
SRR1944916	35	1113	2	0.0055	0.0106
SRR1944916	36	178	0	0.0009	0.0
SRR1944916	37	28	0	0.0001	0.0
SRR1944916	38	3	0	0.0	0.0
SRR1944917	20	226	0	0.002	0.0
SRR1944917	21	585	1	0.0053	0.0097
SRR1944917	22	1011	0	0.0091	0.0
SRR1944917	23	615	0	0.0055	0.0
SRR1944917	24	326	0	0.0029	0.0
SRR1944917	25	21692	11	0.1952	0.1064
SRR1944917	26	31267	23	0.2814	0.2226
SRR1944917	27	70452	72	0.634	0.6967
SRR1944917	28	141868	160	1.2766	1.5483
SRR1944917	29	686692	670	6.1793	6.4835
SRR1944917	30	2077607	1998	18.6955	19.3342
SRR1944917	31	3649467	3324	32.84	32.1657
SRR1944917	32	3266798	3049	29.3965	29.5045
SRR1944917	33	1066106	926	9.5934	8.9607
SRR1944917	34	93327	92	0.8398	0.8903
SRR1944917	35	4106	8	0.0369	0.0774
SRR1944917	36	630	0	0.0057	0.0
SRR1944917	37	78	0	0.0007	0.0
SRR1944917	38	9	0	0.0001	0.0
SRR1944917	39	2	0	0.0	0.0
