Sample	Model	Length	Frame0	Rpfs0	Frame1	Rpfs1	Frame2	Rpfs2	P_site	Rpfs	Periodicity	Ribo
wt_ribo_YPD1	SSCBM	29	12	107802	13	97739	14	14666	13	220207	48.95	first
wt_ribo_YPD1	SSCBM	30	13	194824	14	46094	15	143308	14	384226	50.71	first
wt_ribo_YPD1	SSCBM	31	13	179698	14	60167	15	61961	14	301826	59.54	first
wt_ribo_YPD1	SSCBM	32	14	36452	15	5966	16	23343	15	65761	55.43	first
wt_ribo_YPD1	SSCBM	33	14	2635	15	761	16	306	15	3702	71.18	first
WT_ribo_YPD2	SSCBM	27	9	5231	10	4380	11	3103	10	12714	41.14	first
WT_ribo_YPD2	SSCBM	28	12	39050	13	10643	14	7555	13	57248	68.21	first
WT_ribo_YPD2	SSCBM	29	12	152684	13	146271	14	16604	13	315559	48.39	first
WT_ribo_YPD2	SSCBM	30	13	245670	14	59304	15	162608	14	467582	52.54	first
WT_ribo_YPD2	SSCBM	31	13	215810	14	73212	15	71229	14	360251	59.91	first
WT_ribo_YPD2	SSCBM	32	14	44082	15	7851	16	34730	15	86663	50.87	first
WT_ribo_YPD2	SSCBM	33	14	4394	15	1287	16	526	15	6207	70.79	first
WT_ribo_YPD3	SSCBM	27	9	5741	10	2483	11	3275	10	11499	49.93	first
WT_ribo_YPD3	SSCBM	28	9	9691	10	7271	11	4057	10	21019	46.11	first
WT_ribo_YPD3	SSCBM	29	12	44520	13	37855	14	12314	13	94689	47.02	first
WT_ribo_YPD3	SSCBM	30	12	104135	13	94982	14	27603	13	226720	45.93	first
WT_ribo_YPD3	SSCBM	31	13	182431	14	45658	15	86506	14	314595	57.99	first
WT_ribo_YPD3	SSCBM	32	13	87035	14	58173	15	16857	14	162065	53.7	first
WT_ribo_YPD3	SSCBM	33	14	15582	15	5611	16	2700	15	23893	65.22	first
