Sample	Tercile	Covered	Uncovered
m_GR_in_04d_3	40	57439	16807
m_GR_in_04d_3	50	58364	15882
m_GR_in_04d_3	60	59085	15161
m_GR_in_04d_3	70	59556	14690
m_GR_in_04d_3	80	60029	14217
m_GR_in_04d_3	90	60379	13867
m_GR_in_04d_3	0	74246	0
m_GR_un_04d_1	10	44425	29821
m_GR_un_04d_1	20	50444	23802
m_GR_un_04d_1	30	53358	20888
m_GR_un_04d_1	40	54792	19454
m_GR_un_04d_1	50	55968	18278
m_GR_un_04d_1	60	56963	17283
m_GR_un_04d_1	70	57571	16675
m_GR_un_04d_1	80	57989	16257
m_GR_un_04d_1	90	58486	15760
m_GR_un_04d_1	0	74246	0
m_GR_un_04d_2	10	45050	29196
m_GR_un_04d_2	20	50968	23278
m_GR_un_04d_2	30	53514	20732
m_GR_un_04d_2	40	55200	19046
m_GR_un_04d_2	50	56226	18020
m_GR_un_04d_2	60	56874	17372
m_GR_un_04d_2	70	57592	16654
m_GR_un_04d_2	80	58166	16080
m_GR_un_04d_2	90	58495	15751
m_GR_un_04d_2	0	74246	0
m_GR_un_04d_3	10	46186	28060
m_GR_un_04d_3	20	51883	22363
m_GR_un_04d_3	30	54298	19948
m_GR_un_04d_3	40	55865	18381
m_GR_un_04d_3	50	56806	17440
m_GR_un_04d_3	60	57483	16763
m_GR_un_04d_3	70	58222	16024
m_GR_un_04d_3	80	58611	15635
m_GR_un_04d_3	90	59025	15221
m_GR_un_04d_3	0	74246	0
m_GR_in_07d_1	10	45475	28771
m_GR_in_07d_1	20	51326	22920
m_GR_in_07d_1	30	54042	20204
m_GR_in_07d_1	40	55718	18528
m_GR_in_07d_1	50	56876	17370
m_GR_in_07d_1	60	57659	16587
m_GR_in_07d_1	70	58298	15948
m_GR_in_07d_1	80	58762	15484
m_GR_in_07d_1	90	59129	15117
m_GR_in_07d_1	0	74246	0
m_GR_in_07d_2	10	45117	29129
m_GR_in_07d_2	20	51662	22584
m_GR_in_07d_2	30	54423	19823
m_GR_in_07d_2	40	56068	18178
m_GR_in_07d_2	50	57144	17102
m_GR_in_07d_2	60	57909	16337
m_GR_in_07d_2	70	58504	15742
m_GR_in_07d_2	80	59077	15169
m_GR_in_07d_2	90	59602	14644
m_GR_in_07d_2	0	74246	0
m_GR_in_07d_3	10	35761	38485
m_GR_in_07d_3	20	43372	30874
m_GR_in_07d_3	30	47350	26896
m_GR_in_07d_3	40	49816	24430
m_GR_in_07d_3	50	51368	22878
m_GR_in_07d_3	60	52641	21605
m_GR_in_07d_3	70	53703	20543
m_GR_in_07d_3	80	54338	19908
m_GR_in_07d_3	90	55190	19056
m_GR_in_07d_3	0	74246	0
m_GR_un_07d_1	10	47635	26611
m_GR_un_07d_1	20	52923	21323
m_GR_un_07d_1	30	55265	18981
m_GR_un_07d_1	40	56604	17642
m_GR_un_07d_1	50	57645	16601
m_GR_un_07d_1	60	58355	15891
m_GR_un_07d_1	70	58918	15328
m_GR_un_07d_1	80	59424	14822
m_GR_un_07d_1	90	59693	14553
m_GR_un_07d_1	0	74246	0
m_GR_un_07d_2	10	45779	28467
m_GR_un_07d_2	20	51510	22736
m_GR_un_07d_2	30	54015	20231
m_GR_un_07d_2	40	55474	18772
m_GR_un_07d_2	50	56656	17590
m_GR_un_07d_2	60	57497	16749
m_GR_un_07d_2	70	58063	16183
m_GR_un_07d_2	80	58492	15754
m_GR_un_07d_2	90	58875	15371
m_GR_un_07d_2	0	74246	0
m_GR_un_07d_3	10	46296	27950
m_GR_un_07d_3	20	51830	22416
m_GR_un_07d_3	30	54560	19686
m_GR_un_07d_3	40	55806	18440
m_GR_un_07d_3	50	56970	17276
m_GR_un_07d_3	60	57844	16402
m_GR_un_07d_3	70	58447	15799
m_GR_un_07d_3	80	58915	15331
m_GR_un_07d_3	90	59296	14950
m_GR_un_07d_3	0	74246	0
m_GR_in_10d_1	10	45104	29142
m_GR_in_10d_1	20	50844	23402
m_GR_in_10d_1	30	53302	20944
m_GR_in_10d_1	40	54959	19287
m_GR_in_10d_1	50	56041	18205
m_GR_in_10d_1	60	56717	17529
m_GR_in_10d_1	70	57340	16906
m_GR_in_10d_1	80	57790	16456
m_GR_in_10d_1	90	58251	15995
m_GR_in_10d_1	0	74246	0
m_GR_in_10d_2	10	46023	28223
m_GR_in_10d_2	20	51319	22927
m_GR_in_10d_2	30	53875	20371
m_GR_in_10d_2	40	55338	18908
m_GR_in_10d_2	50	56189	18057
m_GR_in_10d_2	60	57060	17186
m_GR_in_10d_2	70	57566	16680
m_GR_in_10d_2	80	57930	16316
m_GR_in_10d_2	90	58420	15826
m_GR_in_10d_2	0	74246	0
m_GR_in_10d_3	10	53571	20675
m_GR_in_10d_3	20	56709	17537
m_GR_in_10d_3	30	58186	16060
m_GR_in_10d_3	40	59210	15036
m_GR_in_10d_3	50	59805	14441
m_GR_in_10d_3	60	60285	13961
m_GR_in_10d_3	70	60720	13526
m_GR_in_10d_3	80	61112	13134
m_GR_in_10d_3	90	61330	12916
m_GR_in_10d_3	0	74246	0
m_GR_un_10d_1	10	41137	33109
m_GR_un_10d_1	20	47713	26533
m_GR_un_10d_1	30	50612	23634
m_GR_un_10d_1	40	52337	21909
m_GR_un_10d_1	50	53683	20563
m_GR_un_10d_1	60	54732	19514
m_GR_un_10d_1	70	55436	18810
m_GR_un_10d_1	80	56018	18228
m_GR_un_10d_1	90	56512	17734
m_GR_un_10d_1	0	74246	0
m_GR_un_10d_2	10	44328	29918
m_GR_un_10d_2	20	49951	24295
m_GR_un_10d_2	30	52466	21780
m_GR_un_10d_2	40	54131	20115
m_GR_un_10d_2	50	55275	18971
m_GR_un_10d_2	60	55996	18250
m_GR_un_10d_2	70	56805	17441
m_GR_un_10d_2	80	57299	16947
m_GR_un_10d_2	90	57680	16566
m_GR_un_10d_2	0	74246	0
m_GR_un_10d_3	10	44134	30112
m_GR_un_10d_3	20	49822	24424
m_GR_un_10d_3	30	52455	21791
m_GR_un_10d_3	40	53902	20344
m_GR_un_10d_3	50	55210	19036
m_GR_un_10d_3	60	55966	18280
m_GR_un_10d_3	70	56468	17778
m_GR_un_10d_3	80	57248	16998
m_GR_un_10d_3	90	57645	16601
m_GR_un_10d_3	0	74246	0
m_GR_in_15d_1	10	45485	28761
m_GR_in_15d_1	20	50264	23982
m_GR_in_15d_1	30	52359	21887
m_GR_in_15d_1	40	53651	20595
m_GR_in_15d_1	50	54571	19675
m_GR_in_15d_1	60	55251	18995
m_GR_in_15d_1	70	55718	18528
m_GR_in_15d_1	80	56113	18133
m_GR_in_15d_1	90	56526	17720
m_GR_in_15d_1	0	74246	0
m_GR_in_15d_2	10	40680	33566
m_GR_in_15d_2	20	46639	27607
m_GR_in_15d_2	30	49184	25062
m_GR_in_15d_2	40	50791	23455
m_GR_in_15d_2	50	51996	22250
m_GR_in_15d_2	60	52790	21456
m_GR_in_15d_2	70	53414	20832
m_GR_in_15d_2	80	53946	20300
m_GR_in_15d_2	90	54255	19991
m_GR_in_15d_2	0	74246	0
m_GR_in_15d_3	10	45304	28942
m_GR_in_15d_3	20	49846	24400
m_GR_in_15d_3	30	52012	22234
m_GR_in_15d_3	40	53072	21174
m_GR_in_15d_3	50	53996	20250
m_GR_in_15d_3	60	54640	19606
m_GR_in_15d_3	70	55220	19026
m_GR_in_15d_3	80	55527	18719
m_GR_in_15d_3	90	55911	18335
m_GR_in_15d_3	0	74246	0
m_GR_un_15d_1	10	46849	27397
m_GR_un_15d_1	20	52025	22221
m_GR_un_15d_1	30	54409	19837
m_GR_un_15d_1	40	55591	18655
m_GR_un_15d_1	50	56397	17849
m_GR_un_15d_1	60	57026	17220
m_GR_un_15d_1	70	57651	16595
m_GR_un_15d_1	80	58074	16172
m_GR_un_15d_1	90	58346	15900
m_GR_un_15d_1	0	74246	0
m_GR_un_15d_2	10	50641	23605
m_GR_un_15d_2	20	54735	19511
m_GR_un_15d_2	30	56443	17803
m_GR_un_15d_2	40	57453	16793
m_GR_un_15d_2	50	58269	15977
m_GR_un_15d_2	60	58674	15572
m_GR_un_15d_2	70	59254	14992
m_GR_un_15d_2	80	59479	14767
m_GR_un_15d_2	90	59773	14473
m_GR_un_15d_2	0	74246	0
m_GR_un_15d_3	10	49958	24288
m_GR_un_15d_3	20	54151	20095
m_GR_un_15d_3	30	56194	18052
m_GR_un_15d_3	40	57201	17045
m_GR_un_15d_3	50	57937	16309
m_GR_un_15d_3	60	58368	15878
m_GR_un_15d_3	70	58879	15367
m_GR_un_15d_3	80	59241	15005
m_GR_un_15d_3	90	59578	14668
m_GR_un_15d_3	0	74246	0
m_GR_in_20d_1	10	38083	36163
m_GR_in_20d_1	20	44861	29385
m_GR_in_20d_1	30	48043	26203
m_GR_in_20d_1	40	50100	24146
m_GR_in_20d_1	50	51594	22652
m_GR_in_20d_1	60	52552	21694
m_GR_in_20d_1	70	53305	20941
m_GR_in_20d_1	80	54133	20113
m_GR_in_20d_1	90	54536	19710
m_GR_in_20d_1	0	74246	0
m_GR_in_20d_2	10	38709	35537
m_GR_in_20d_2	20	45373	28873
m_GR_in_20d_2	30	48279	25967
m_GR_in_20d_2	40	50299	23947
m_GR_in_20d_2	50	51639	22607
m_GR_in_20d_2	60	52630	21616
m_GR_in_20d_2	70	53496	20750
m_GR_in_20d_2	80	54062	20184
m_GR_in_20d_2	90	54762	19484
m_GR_in_20d_2	0	74246	0
m_GR_in_20d_3	10	41707	32539
m_GR_in_20d_3	20	47912	26334
m_GR_in_20d_3	30	50703	23543
m_GR_in_20d_3	40	52255	21991
m_GR_in_20d_3	50	53424	20822
m_GR_in_20d_3	60	54292	19954
m_GR_in_20d_3	70	55099	19147
m_GR_in_20d_3	80	55517	18729
m_GR_in_20d_3	90	56072	18174
m_GR_in_20d_3	0	74246	0
m_GR_un_20d_1	10	49319	24927
m_GR_un_20d_1	20	54268	19978
m_GR_un_20d_1	30	56207	18039
m_GR_un_20d_1	40	57477	16769
m_GR_un_20d_1	50	58432	15814
m_GR_un_20d_1	60	59011	15235
m_GR_un_20d_1	70	59617	14629
m_GR_un_20d_1	80	59977	14269
m_GR_un_20d_1	90	60271	13975
m_GR_un_20d_1	0	74246	0
m_GR_un_20d_2	10	49410	24836
m_GR_un_20d_2	20	54251	19995
m_GR_un_20d_2	30	56250	17996
m_GR_un_20d_2	40	57550	16696
m_GR_un_20d_2	50	58348	15898
m_GR_un_20d_2	60	59027	15219
m_GR_un_20d_2	70	59508	14738
m_GR_un_20d_2	80	59957	14289
m_GR_un_20d_2	90	60340	13906
m_GR_un_20d_2	0	74246	0
m_GR_un_20d_3	10	47596	26650
m_GR_un_20d_3	20	52981	21265
m_GR_un_20d_3	30	55295	18951
m_GR_un_20d_3	40	56715	17531
m_GR_un_20d_3	50	57820	16426
m_GR_un_20d_3	60	58395	15851
m_GR_un_20d_3	70	58837	15409
m_GR_un_20d_3	80	59458	14788
m_GR_un_20d_3	90	59814	14432
m_GR_un_20d_3	0	74246	0
m_GR_in_25d_1	10	41255	32991
m_GR_in_25d_1	20	46985	27261
m_GR_in_25d_1	30	49636	24610
m_GR_in_25d_1	40	51173	23073
m_GR_in_25d_1	50	52534	21712
m_GR_in_25d_1	60	53222	21024
m_GR_in_25d_1	70	53855	20391
m_GR_in_25d_1	80	54479	19767
m_GR_in_25d_1	90	54833	19413
m_GR_in_25d_1	0	74246	0
m_GR_in_25d_2	10	40257	33989
m_GR_in_25d_2	20	46270	27976
m_GR_in_25d_2	30	49084	25162
m_GR_in_25d_2	40	50599	23647
m_GR_in_25d_2	50	51836	22410
m_GR_in_25d_2	60	52589	21657
m_GR_in_25d_2	70	53476	20770
m_GR_in_25d_2	80	53980	20266
m_GR_in_25d_2	90	54411	19835
m_GR_in_25d_2	0	74246	0
m_GR_in_25d_3	10	43428	30818
m_GR_in_25d_3	20	48699	25547
m_GR_in_25d_3	30	50931	23315
m_GR_in_25d_3	40	52437	21809
m_GR_in_25d_3	50	53596	20650
m_GR_in_25d_3	60	54312	19934
m_GR_in_25d_3	70	54878	19368
m_GR_in_25d_3	80	55204	19042
m_GR_in_25d_3	90	55614	18632
m_GR_in_25d_3	0	74246	0
m_GR_un_25d_1	10	44816	29430
m_GR_un_25d_1	20	50692	23554
m_GR_un_25d_1	30	53320	20926
m_GR_un_25d_1	40	55199	19047
m_GR_un_25d_1	50	56220	18026
m_GR_un_25d_1	60	56966	17280
m_GR_un_25d_1	70	57671	16575
m_GR_un_25d_1	80	58280	15966
m_GR_un_25d_1	90	58599	15647
m_GR_un_25d_1	0	74246	0
m_GR_un_25d_2	10	45205	29041
m_GR_un_25d_2	20	50867	23379
m_GR_un_25d_2	30	53757	20489
m_GR_un_25d_2	40	55285	18961
m_GR_un_25d_2	50	56372	17874
m_GR_un_25d_2	60	57272	16974
m_GR_un_25d_2	70	58018	16228
m_GR_un_25d_2	80	58427	15819
m_GR_un_25d_2	90	58820	15426
m_GR_un_25d_2	0	74246	0
m_GR_un_25d_3	10	45238	29008
m_GR_un_25d_3	20	50826	23420
m_GR_un_25d_3	30	53541	20705
m_GR_un_25d_3	40	55337	18909
m_GR_un_25d_3	50	56389	17857
m_GR_un_25d_3	60	57062	17184
m_GR_un_25d_3	70	57801	16445
m_GR_un_25d_3	80	58291	15955
m_GR_un_25d_3	90	58791	15455
m_GR_un_25d_3	0	74246	0
