Sample	Region	Bins	Density
SRR1944912	CDS	153	0.4383598294874848
SRR1944912	CDS	154	0.43537832165207446
SRR1944912	CDS	155	0.41896028710256794
SRR1944912	CDS	156	0.44934868628580754
SRR1944912	CDS	157	0.37208836495093006
SRR1944912	CDS	158	0.3675963001553999
SRR1944912	CDS	159	0.3507134015828155
SRR1944912	CDS	160	0.14982702635779713
SRR1944912	3-UTR	161	0.003677712150658317
SRR1944912	3-UTR	162	0.003963732712578348
SRR1944912	3-UTR	163	0.003732141436695338
SRR1944912	3-UTR	164	0.003880487922168787
SRR1944912	3-UTR	165	0.0016232734129864482
SRR1944912	3-UTR	166	0.0
SRR1944912	3-UTR	167	0.0
SRR1944912	3-UTR	168	0.0
SRR1944912	3-UTR	169	0.0
SRR1944912	3-UTR	170	0.0
SRR1944913	5-UTR	1	0.0
SRR1944913	5-UTR	2	0.0
SRR1944913	5-UTR	3	0.0
SRR1944913	5-UTR	4	0.0001995978813905782
SRR1944913	5-UTR	5	0.015514689375116296
SRR1944913	5-UTR	6	0.029126905250131403
SRR1944913	5-UTR	7	0.035656992694004234
SRR1944913	5-UTR	8	0.03755407165677055
SRR1944913	5-UTR	9	0.08177848872812082
SRR1944913	5-UTR	10	0.24081574298728842
SRR1944913	CDS	11	0.6778281614584389
SRR1944913	CDS	12	0.8522333263647179
SRR1944913	CDS	13	0.9193609819374962
SRR1944913	CDS	14	0.8623353720427777
SRR1944913	CDS	15	0.8496963126230029
SRR1944913	CDS	16	0.8287044312505379
SRR1944913	CDS	17	0.6656484429294202
SRR1944913	CDS	18	0.731080306324742
SRR1944913	CDS	19	0.7239788064585019
SRR1944913	CDS	20	0.7002778867890435
SRR1944913	CDS	21	0.6120660248724639
SRR1944913	CDS	22	0.6932123945802259
SRR1944913	CDS	23	0.6606751166226866
SRR1944913	CDS	24	0.6532164176688637
SRR1944913	CDS	25	0.6503533061844283
SRR1944913	CDS	26	0.686131369658024
SRR1944913	CDS	27	0.66275270968176
SRR1944913	CDS	28	0.62768965561403
SRR1944913	CDS	29	0.6560782245020359
SRR1944913	CDS	30	0.6392230568650376
SRR1944913	CDS	31	0.5755626012236887
SRR1944913	CDS	32	0.6373941563695558
SRR1944913	CDS	33	0.6353506807574578
SRR1944913	CDS	34	0.6092253741884857
SRR1944913	CDS	35	0.6251615097406196
SRR1944913	CDS	36	0.6585342831518768
SRR1944913	CDS	37	0.6065342896337856
SRR1944913	CDS	38	0.6097308129746376
SRR1944913	CDS	39	0.6194295321278203
SRR1944913	CDS	40	0.5984546643312881
SRR1944913	CDS	41	0.6190266475362532
SRR1944913	CDS	42	0.6195499236826633
SRR1944913	CDS	43	0.6166908822294817
SRR1944913	CDS	44	0.5947820853448509
SRR1944913	CDS	45	0.5794716915261193
SRR1944913	CDS	46	0.5989212074970686
SRR1944913	CDS	47	0.6133040717537505
SRR1944913	CDS	48	0.543445753135791
SRR1944913	CDS	49	0.6214274672625324
SRR1944913	CDS	50	0.5635216640752921
SRR1944913	CDS	51	0.5294991472541462
SRR1944913	CDS	52	0.5669961932924291
SRR1944913	CDS	53	0.5919884851987335
SRR1944913	CDS	54	0.6096122748103194
SRR1944913	CDS	55	0.5423171186228315
SRR1944913	CDS	56	0.5888184164774772
SRR1944913	CDS	57	0.5420225683303891
SRR1944913	CDS	58	0.5637737230816392
SRR1944913	CDS	59	0.567353686587005
SRR1944913	CDS	60	0.6245931676030023
SRR1944913	CDS	61	0.5754506568485972
SRR1944913	CDS	62	0.5722951177451595
SRR1944913	CDS	63	0.5357165532055106
SRR1944913	CDS	64	0.5343153810474197
SRR1944913	CDS	65	0.545284072634441
SRR1944913	CDS	66	0.5913907046617397
SRR1944913	CDS	67	0.588416384260293
SRR1944913	CDS	68	0.5135789456189666
SRR1944913	CDS	69	0.5431519518467962
SRR1944913	CDS	70	0.5803895176448609
SRR1944913	CDS	71	0.5345266110116417
SRR1944913	CDS	72	0.5621470866156961
SRR1944913	CDS	73	0.5406351449087539
SRR1944913	CDS	74	0.5794198377949604
SRR1944913	CDS	75	0.5789497701680087
SRR1944913	CDS	76	0.5704110921632032
SRR1944913	CDS	77	0.5419677976340278
SRR1944913	CDS	78	0.5598253644980726
SRR1944913	CDS	79	0.4876309549881845
SRR1944913	CDS	80	0.5540947798742146
SRR1944913	CDS	81	0.5162345580322719
SRR1944913	CDS	82	0.5130354727488958
SRR1944913	CDS	83	0.5079539088593444
SRR1944913	CDS	84	0.5185096315383114
SRR1944913	CDS	85	0.5701644546780006
SRR1944913	CDS	86	0.44609086700035616
SRR1944913	CDS	87	0.5403275953191845
SRR1944913	CDS	88	0.547484647069293
SRR1944913	CDS	89	0.4904233569306768
SRR1944913	CDS	90	0.54102953437193
SRR1944913	CDS	91	0.48099870779483195
SRR1944913	CDS	92	0.46270341871063375
SRR1944913	CDS	93	0.45264263327915166
SRR1944913	CDS	94	0.5053987322325019
SRR1944913	CDS	95	0.5127019496619424
SRR1944913	CDS	96	0.5018921872227327
SRR1944913	CDS	97	0.5296897186256122
SRR1944913	CDS	98	0.48985846167726665
SRR1944913	CDS	99	0.5051280440322367
SRR1944913	CDS	100	0.5371760785121986
SRR1944913	CDS	101	0.500207500331967
SRR1944913	CDS	102	0.4787106854060276
SRR1944913	CDS	103	0.46086373984446694
SRR1944913	CDS	104	0.44852409978878865
SRR1944913	CDS	105	0.47037482267872033
SRR1944913	CDS	106	0.4706562621020408
SRR1944913	CDS	107	0.4434176772299501
SRR1944913	CDS	108	0.47474289642985007
SRR1944913	CDS	109	0.4819009873819307
SRR1944913	CDS	110	0.5041075453913099
SRR1944913	CDS	111	0.42662566130613916
SRR1944913	CDS	112	0.5114684178796723
SRR1944913	CDS	113	0.47793488758831437
SRR1944913	CDS	114	0.5152772636429804
SRR1944913	CDS	115	0.473460518640139
SRR1944913	CDS	116	0.45219348288285305
SRR1944913	CDS	117	0.4893189217564273
SRR1944913	CDS	118	0.5102369789630617
SRR1944913	CDS	119	0.5165907415203085
SRR1944913	CDS	120	0.4723473005221426
SRR1944913	CDS	121	0.48606298380954793
SRR1944913	CDS	122	0.4881368662273237
SRR1944913	CDS	123	0.45650309249907356
SRR1944913	CDS	124	0.5054960341160224
SRR1944913	CDS	125	0.4818819003927182
SRR1944913	CDS	126	0.46408154283485653
SRR1944913	CDS	127	0.46111436225140223
SRR1944913	CDS	128	0.4504256552130279
SRR1944913	CDS	129	0.4634778200911436
SRR1944913	CDS	130	0.46589328769201493
SRR1944913	CDS	131	0.44068567808998665
SRR1944913	CDS	132	0.5093586934616706
SRR1944913	CDS	133	0.4807499525838252
SRR1944913	CDS	134	0.43159921203625323
SRR1944913	CDS	135	0.4301055734963203
SRR1944913	CDS	136	0.5014110576707485
SRR1944913	CDS	137	0.44274591218948756
SRR1944913	CDS	138	0.523256430036189
SRR1944913	CDS	139	0.4700211677999297
SRR1944913	CDS	140	0.4137685867038189
SRR1944913	CDS	141	0.4823554806904858
SRR1944913	CDS	142	0.4675507697311224
SRR1944913	CDS	143	0.45170225938199443
SRR1944913	CDS	144	0.46796823109760194
SRR1944913	CDS	145	0.46592668510395713
SRR1944913	CDS	146	0.5118893851874332
SRR1944913	CDS	147	0.48831313044755326
SRR1944913	CDS	148	0.4402359204782431
SRR1944913	CDS	149	0.45691292421107754
SRR1944913	CDS	150	0.4387330350215369
SRR1944913	CDS	151	0.4488459833325926
SRR1944913	CDS	152	0.4595566401058149
SRR1944913	CDS	153	0.4372721903931949
SRR1944913	CDS	154	0.4375464224651183
SRR1944913	CDS	155	0.42606738534307637
SRR1944913	CDS	156	0.4558230743219305
SRR1944913	CDS	157	0.38462155438419726
SRR1944913	CDS	158	0.38118119752569357
SRR1944913	CDS	159	0.37328134721684925
SRR1944913	CDS	160	0.16430870386450833
SRR1944913	3-UTR	161	0.0048173218400482795
SRR1944913	3-UTR	162	0.0051868476474875936
SRR1944913	3-UTR	163	0.004935102571859837
SRR1944913	3-UTR	164	0.004507135943292651
SRR1944913	3-UTR	165	0.0020076669781313563
SRR1944913	3-UTR	166	0.0
SRR1944913	3-UTR	167	0.0
SRR1944913	3-UTR	168	0.0
SRR1944913	3-UTR	169	0.0
SRR1944913	3-UTR	170	0.0
SRR1944914	5-UTR	1	0.0
SRR1944914	5-UTR	2	0.0
SRR1944914	5-UTR	3	0.00028837665374885146
SRR1944914	5-UTR	4	0.001961631888873001
SRR1944914	5-UTR	5	0.0226057117586963
SRR1944914	5-UTR	6	0.043191110332698616
SRR1944914	5-UTR	7	0.04797615085478712
SRR1944914	5-UTR	8	0.048859723509005984
SRR1944914	5-UTR	9	0.17179871486242623
SRR1944914	5-UTR	10	0.421023208039515
SRR1944914	CDS	11	0.6528802474600144
SRR1944914	CDS	12	0.8176641074813779
SRR1944914	CDS	13	0.9109912526053318
SRR1944914	CDS	14	0.8221919748516947
SRR1944914	CDS	15	0.8264889072598147
SRR1944914	CDS	16	0.8146126695521276
SRR1944914	CDS	17	0.6851451982696306
SRR1944914	CDS	18	0.7291729987183229
SRR1944914	CDS	19	0.743569641730723
SRR1944914	CDS	20	0.6719476120058822
SRR1944914	CDS	21	0.6062785701624461
SRR1944914	CDS	22	0.687856316706618
SRR1944914	CDS	23	0.6112235561859742
SRR1944914	CDS	24	0.6332471627121907
SRR1944914	CDS	25	0.6306367800431628
SRR1944914	CDS	26	0.6596040470842364
SRR1944914	CDS	27	0.6543370351470649
SRR1944914	CDS	28	0.5854828773975987
SRR1944914	CDS	29	0.6015656735637969
SRR1944914	CDS	30	0.5819705948801214
SRR1944914	CDS	31	0.5663458495236006
SRR1944914	CDS	32	0.6295335641482179
SRR1944914	CDS	33	0.6201947467979465
SRR1944914	CDS	34	0.5966444025246015
SRR1944914	CDS	35	0.5643382374623466
SRR1944914	CDS	36	0.6119119847448637
SRR1944914	CDS	37	0.5766971408769443
SRR1944914	CDS	38	0.5630275748474348
SRR1944914	CDS	39	0.5983048786666781
SRR1944914	CDS	40	0.586871965499345
SRR1944914	CDS	41	0.5715263167391013
SRR1944914	CDS	42	0.6001776132506003
SRR1944914	CDS	43	0.589081298915979
SRR1944914	CDS	44	0.5811001594394489
SRR1944914	CDS	45	0.5571226276100745
SRR1944914	CDS	46	0.5455305172903102
SRR1944914	CDS	47	0.5897809858267928
SRR1944914	CDS	48	0.49833580257276777
SRR1944914	CDS	49	0.5896244711202803
SRR1944914	CDS	50	0.5295986438740213
SRR1944914	CDS	51	0.5179061914640961
SRR1944914	CDS	52	0.5377980838977711
SRR1944914	CDS	53	0.537690698756867
SRR1944914	CDS	54	0.5999783745584562
SRR1944914	CDS	55	0.5136137532108915
SRR1944914	CDS	56	0.5321246180696898
SRR1944914	CDS	57	0.48711003790734364
SRR1944914	CDS	58	0.5227530469011393
SRR1944914	CDS	59	0.5366302165304301
SRR1944914	CDS	60	0.5691525814022874
SRR1944914	CDS	61	0.5363411933456828
SRR1944914	CDS	62	0.5538571314806416
SRR1944914	CDS	63	0.5028022557839124
SRR1944914	CDS	64	0.504131111938275
SRR1944914	CDS	65	0.5244500370341488
SRR1944914	CDS	66	0.590844174796499
SRR1944914	CDS	67	0.5519722661729196
SRR1944914	CDS	68	0.47137172843896263
SRR1944914	CDS	69	0.4981545619280408
SRR1944914	CDS	70	0.5572871728989542
SRR1944914	CDS	71	0.5298263995563898
SRR1944914	CDS	72	0.5147668096356867
SRR1944914	CDS	73	0.48500287091042676
SRR1944914	CDS	74	0.5539970579841709
SRR1944914	CDS	75	0.5546210999680031
SRR1944914	CDS	76	0.5454577550775535
SRR1944914	CDS	77	0.5352047210762138
SRR1944914	CDS	78	0.5172943386683259
SRR1944914	CDS	79	0.44988176817661046
SRR1944914	CDS	80	0.5366250506642194
SRR1944914	CDS	81	0.49663962405781925
SRR1944914	CDS	82	0.47808809254570345
SRR1944914	CDS	83	0.46719428879111335
SRR1944914	CDS	84	0.5182749831778384
SRR1944914	CDS	85	0.5492250159999075
SRR1944914	CDS	86	0.42137165142100913
SRR1944914	CDS	87	0.5155479464235403
SRR1944914	CDS	88	0.5131808567889786
SRR1944914	CDS	89	0.46647726488673846
SRR1944914	CDS	90	0.49507010384261624
SRR1944914	CDS	91	0.47039886906498374
SRR1944914	CDS	92	0.42870714514410047
SRR1944914	CDS	93	0.4521897943099082
SRR1944914	CDS	94	0.49623129563783175
SRR1944914	CDS	95	0.48127906159364087
SRR1944914	CDS	96	0.4917304190397358
SRR1944914	CDS	97	0.49737876703886214
SRR1944914	CDS	98	0.47359338541796314
SRR1944914	CDS	99	0.48384747749828283
SRR1944914	CDS	100	0.48637934015556966
SRR1944914	CDS	101	0.4877402414692875
SRR1944914	CDS	102	0.45785602012883914
SRR1944914	CDS	103	0.44657518934090656
SRR1944914	CDS	104	0.452065960135503
SRR1944914	CDS	105	0.4565585950485458
SRR1944914	CDS	106	0.44924532999118694
SRR1944914	CDS	107	0.4463666878205519
SRR1944914	CDS	108	0.43339142277912873
SRR1944914	CDS	109	0.49312181067522953
SRR1944914	CDS	110	0.4644563320345801
SRR1944914	CDS	111	0.4084872119923765
SRR1944914	CDS	112	0.49518858425870094
SRR1944914	CDS	113	0.4701927142658911
SRR1944914	CDS	114	0.4853035291081577
SRR1944914	CDS	115	0.472140033699887
SRR1944914	CDS	116	0.45681060226843573
SRR1944914	CDS	117	0.4733491308692885
SRR1944914	CDS	118	0.4925291542089566
SRR1944914	CDS	119	0.4467308806890697
SRR1944914	CDS	120	0.45787518178584075
SRR1944914	CDS	121	0.42962753981369334
SRR1944914	CDS	122	0.46300974106059645
SRR1944914	CDS	123	0.45557964467985623
SRR1944914	CDS	124	0.4753190158360178
SRR1944914	CDS	125	0.4567024043971158
SRR1944914	CDS	126	0.44304665068119126
SRR1944914	CDS	127	0.4267302936835264
SRR1944914	CDS	128	0.4018270580746403
SRR1944914	CDS	129	0.43143977401670913
SRR1944914	CDS	130	0.4135636915025065
SRR1944914	CDS	131	0.4151209319641794
SRR1944914	CDS	132	0.4625316589073156
SRR1944914	CDS	133	0.4511693392682349
SRR1944914	CDS	134	0.4151104996544053
SRR1944914	CDS	135	0.422866152344063
SRR1944914	CDS	136	0.4545686186126594
SRR1944914	CDS	137	0.41477866902929
SRR1944914	CDS	138	0.4619646528206776
SRR1944914	CDS	139	0.4331874898769295
SRR1944914	CDS	140	0.3937163432576916
SRR1944914	CDS	141	0.4678848667255685
SRR1944914	CDS	142	0.4530142041356532
SRR1944914	CDS	143	0.43900909230973206
SRR1944914	CDS	144	0.4315054284136461
SRR1944914	CDS	145	0.4648595143663385
SRR1944914	CDS	146	0.5037689175318864
SRR1944914	CDS	147	0.44217710753081063
SRR1944914	CDS	148	0.43540948435545057
SRR1944914	CDS	149	0.4183654593504265
SRR1944914	CDS	150	0.40909840213632126
SRR1944914	CDS	151	0.4467380664200542
SRR1944914	CDS	152	0.4377690629828422
SRR1944914	CDS	153	0.4386332462546295
SRR1944914	CDS	154	0.4063395278123462
SRR1944914	CDS	155	0.4024360344420951
SRR1944914	CDS	156	0.4487838735417199
SRR1944914	CDS	157	0.38386794252084466
SRR1944914	CDS	158	0.36793116605625487
SRR1944914	CDS	159	0.35812783917558993
SRR1944914	CDS	160	0.15870599572167643
SRR1944914	3-UTR	161	0.0033129783012077352
SRR1944914	3-UTR	162	0.004161342177934007
SRR1944914	3-UTR	163	0.003834403529788507
SRR1944914	3-UTR	164	0.0035694993943680507
SRR1944914	3-UTR	165	0.0007544738034126928
SRR1944914	3-UTR	166	0.0
SRR1944914	3-UTR	167	0.0
SRR1944914	3-UTR	168	0.0
SRR1944914	3-UTR	169	0.0
SRR1944914	3-UTR	170	0.0
SRR1944915	5-UTR	1	0.0
SRR1944915	5-UTR	2	0.0
SRR1944915	5-UTR	3	0.0
SRR1944915	5-UTR	4	0.00012382224962412548
SRR1944915	5-UTR	5	0.008802795959093857
SRR1944915	5-UTR	6	0.020290163670676733
SRR1944915	5-UTR	7	0.024663460146762867
SRR1944915	5-UTR	8	0.02891908157710692
SRR1944915	5-UTR	9	0.04395338592863195
SRR1944915	5-UTR	10	0.14059533450228717
SRR1944915	CDS	11	0.6564462288507207
SRR1944915	CDS	12	0.8315845251056617
SRR1944915	CDS	13	0.8775912518421333
SRR1944915	CDS	14	0.7869803424719574
SRR1944915	CDS	15	0.7694217842083573
SRR1944915	CDS	16	0.742414895401185
SRR1944915	CDS	17	0.62695803390103
SRR1944915	CDS	18	0.6631280281678167
SRR1944915	CDS	19	0.65751348469101
SRR1944915	CDS	20	0.64029165666232
SRR1944915	CDS	21	0.5732117433385537
SRR1944915	CDS	22	0.6616883792468039
SRR1944915	CDS	23	0.6561465758738875
SRR1944915	CDS	24	0.6116443258490424
SRR1944915	CDS	25	0.6057976920227446
SRR1944915	CDS	26	0.6579426190238655
SRR1944915	CDS	27	0.6317651864698632
SRR1944915	CDS	28	0.6169264090650806
SRR1944915	CDS	29	0.6129486189148883
SRR1944915	CDS	30	0.6171015427281876
SRR1944915	CDS	31	0.5740726939279446
SRR1944915	CDS	32	0.6144385578351415
SRR1944915	CDS	33	0.6131402938708385
SRR1944915	CDS	34	0.5798844448228053
SRR1944915	CDS	35	0.6112162645197176
SRR1944915	CDS	36	0.6237353668868044
SRR1944915	CDS	37	0.5953519484853391
SRR1944915	CDS	38	0.6096387144192397
SRR1944915	CDS	39	0.6116681598826109
SRR1944915	CDS	40	0.6036003496964812
SRR1944915	CDS	41	0.6029108608703403
SRR1944915	CDS	42	0.6072179591142552
SRR1944915	CDS	43	0.5902458768885069
SRR1944915	CDS	44	0.5690139909377283
SRR1944915	CDS	45	0.5761988831630517
SRR1944915	CDS	46	0.5844186237879422
SRR1944915	CDS	47	0.6410393612766228
SRR1944915	CDS	48	0.5429046847644176
SRR1944915	CDS	49	0.6344169965596596
SRR1944915	CDS	50	0.5678213622723508
SRR1944915	CDS	51	0.5332795634494946
SRR1944915	CDS	52	0.5668093108283818
SRR1944915	CDS	53	0.5793611954948441
SRR1944915	CDS	54	0.6179270402149777
SRR1944915	CDS	55	0.5758681146688385
SRR1944915	CDS	56	0.5779266703751793
SRR1944915	CDS	57	0.5426680531140362
SRR1944915	CDS	58	0.575017433552538
SRR1944915	CDS	59	0.5684959264330935
SRR1944915	CDS	60	0.6191720275359415
SRR1944915	CDS	61	0.5712723664464571
SRR1944915	CDS	62	0.5740108042708357
SRR1944915	CDS	63	0.549980438397082
SRR1944915	CDS	64	0.5523041846220316
SRR1944915	CDS	65	0.550271323944317
SRR1944915	CDS	66	0.5742402505674036
SRR1944915	CDS	67	0.5945756971732784
SRR1944915	CDS	68	0.5089277343071952
SRR1944915	CDS	69	0.5264304519605204
SRR1944915	CDS	70	0.5657663186620323
SRR1944915	CDS	71	0.5251396376175692
SRR1944915	CDS	72	0.5539826731173217
SRR1944915	CDS	73	0.5356195517404109
SRR1944915	CDS	74	0.5562891317923127
SRR1944915	CDS	75	0.55805074255366
SRR1944915	CDS	76	0.5655176921331295
SRR1944915	CDS	77	0.5597536356941972
SRR1944915	CDS	78	0.5709458538423365
SRR1944915	CDS	79	0.4874987576657013
SRR1944915	CDS	80	0.5640735086525124
SRR1944915	CDS	81	0.5095799498272806
SRR1944915	CDS	82	0.516483979894245
SRR1944915	CDS	83	0.5243349214085499
SRR1944915	CDS	84	0.51348380383013
SRR1944915	CDS	85	0.5741124175938999
SRR1944915	CDS	86	0.4662722639911268
SRR1944915	CDS	87	0.5187346687075978
SRR1944915	CDS	88	0.5610900653558771
SRR1944915	CDS	89	0.4969405727501823
SRR1944915	CDS	90	0.5400474489833013
SRR1944915	CDS	91	0.48048715003270887
SRR1944915	CDS	92	0.47622556092808016
SRR1944915	CDS	93	0.46679096351987687
SRR1944915	CDS	94	0.5089039339961715
SRR1944915	CDS	95	0.5100816681714833
SRR1944915	CDS	96	0.48244538979991736
SRR1944915	CDS	97	0.529938499287185
SRR1944915	CDS	98	0.49305273918976933
SRR1944915	CDS	99	0.5162761184749652
SRR1944915	CDS	100	0.5267679501002229
SRR1944915	CDS	101	0.48324834839261505
SRR1944915	CDS	102	0.4715589952129486
SRR1944915	CDS	103	0.4532153068964735
SRR1944915	CDS	104	0.4464315098608618
SRR1944915	CDS	105	0.4599609354030568
SRR1944915	CDS	106	0.4726143316446279
SRR1944915	CDS	107	0.42326714526599984
SRR1944915	CDS	108	0.4759000243462893
SRR1944915	CDS	109	0.4690234996758055
SRR1944915	CDS	110	0.5110869681055347
SRR1944915	CDS	111	0.4279113493538147
SRR1944915	CDS	112	0.5127437491551375
SRR1944915	CDS	113	0.4775991029301877
SRR1944915	CDS	114	0.49671380082788286
SRR1944915	CDS	115	0.4759477704461163
SRR1944915	CDS	116	0.4366042278766853
SRR1944915	CDS	117	0.48129595793222796
SRR1944915	CDS	118	0.5058042726897551
SRR1944915	CDS	119	0.5093371241505906
SRR1944915	CDS	120	0.487270730003657
SRR1944915	CDS	121	0.46306088592531625
SRR1944915	CDS	122	0.4737252521948059
SRR1944915	CDS	123	0.44825736528615967
SRR1944915	CDS	124	0.4799792152048951
SRR1944915	CDS	125	0.49231349094706756
SRR1944915	CDS	126	0.46171543170913454
