Sample	Model	Length	Frame0	Rpfs0	Frame1	Rpfs1	Frame2	Rpfs2	P_site	Rpfs	Periodicity	Ribo
R_GR_un_02d_3	Frame	29	11	1847300	12	1296059	13	839670	12	3983029	46.38	first
R_GR_un_02d_3	Frame	30	12	2580893	13	960408	11	1842617	13	5383918	47.94	first
R_GR_un_02d_3	Frame	31	12	1964750	13	1493355	14	628574	13	4086679	48.08	first
R_GR_un_02d_3	Frame	32	13	798247	14	395537	12	254659	14	1448443	55.11	first
R_GR_un_02d_3	Frame	33	14	99347	15	29552	13	57036	15	185935	53.43	first
R_GR_un_02d_3	Frame	34	14	6828	15	5749	13	3251	15	15828	43.14	first
R_GR_in_04d_1	Frame	27	12	318200	10	203670	11	312570	13	834440	38.13	first
R_GR_in_04d_1	Frame	28	12	717001	10	633190	11	660016	13	2010207	35.67	first
R_GR_in_04d_1	Frame	29	11	1936995	12	1164206	13	1260929	12	4362130	44.4	first
R_GR_in_04d_1	Frame	30	11	3314348	12	2940926	13	1269961	12	7525235	44.04	first
R_GR_in_04d_1	Frame	31	12	3547218	13	2102893	14	1347261	13	6997372	50.69	first
R_GR_in_04d_1	Frame	32	13	1394846	14	679762	12	703355	14	2777963	50.21	first
R_GR_in_04d_1	Frame	33	14	280279	15	93522	13	165340	15	539141	51.99	first
R_GR_in_04d_1	Frame	34	14	54129	15	32477	13	21349	15	107955	50.14	first
R_GR_in_04d_2	Frame	27	12	527275	10	395507	11	449357	13	1372139	38.43	first
R_GR_in_04d_2	Frame	28	11	1007815	12	864553	10	906023	12	2778391	36.27	first
R_GR_in_04d_2	Frame	29	11	2239433	12	1716658	13	1241945	12	5198036	43.08	first
R_GR_in_04d_2	Frame	30	12	3249187	13	1641644	11	2147762	13	7038593	46.16	first
R_GR_in_04d_2	Frame	31	13	2188568	14	919290	12	2073291	14	5181149	42.24	first
R_GR_in_04d_2	Frame	32	13	775589	14	533335	12	290501	14	1599425	48.49	first
R_GR_in_04d_2	Frame	33	14	172556	15	57498	13	78210	15	308264	55.98	first
R_GR_in_04d_2	Frame	34	14	26212	15	19022	13	9999	15	55233	47.46	first
R_GR_in_04d_3	Frame	27	12	886901	10	613286	11	742998	13	2243185	39.54	first
R_GR_in_04d_3	Frame	28	11	1252416	12	1031835	10	1144156	12	3428407	36.53	first
R_GR_in_04d_3	Frame	29	11	2320862	12	1616627	13	1182513	12	5120002	45.33	first
R_GR_in_04d_3	Frame	30	12	2311383	13	1131402	11	1582162	13	5024947	46.0	first
R_GR_in_04d_3	Frame	31	13	988734	14	447278	12	946456	14	2382468	41.5	first
R_GR_in_04d_3	Frame	32	13	233855	14	179771	12	95177	14	508803	45.96	first
R_GR_in_04d_3	Frame	33	14	60170	15	19687	13	25404	15	105261	57.16	first
R_GR_in_04d_3	Frame	34	14	7964	15	5354	13	2757	15	16075	49.54	first
R_GR_un_04d_1	Frame	27	11	434792	12	383868	10	253813	12	1072473	40.54	first
R_GR_un_04d_1	Frame	28	12	801067	10	757152	11	751077	13	2309296	34.69	first
R_GR_un_04d_1	Frame	29	11	2066864	12	1206823	13	1263773	12	4537460	45.55	first
R_GR_un_04d_1	Frame	30	11	2657938	12	2569707	13	1120034	12	6347679	41.87	first
R_GR_un_04d_1	Frame	31	12	2075273	13	1289423	14	823327	13	4188023	49.55	first
R_GR_un_04d_1	Frame	32	13	576974	14	253993	12	335716	14	1166683	49.45	first
R_GR_un_04d_1	Frame	33	14	170287	15	47067	13	81652	15	299006	56.95	first
R_GR_un_04d_1	Frame	34	14	34677	15	10808	13	9171	15	54656	63.45	first
R_GR_un_04d_2	Frame	27	12	518622	10	352624	11	472354	13	1343600	38.6	first
R_GR_un_04d_2	Frame	28	11	897735	12	867516	10	848100	12	2613351	34.35	first
R_GR_un_04d_2	Frame	29	11	2161535	12	1361732	13	1292199	12	4815466	44.89	first
R_GR_un_04d_2	Frame	30	12	2611562	13	1153038	11	2321061	13	6085661	42.91	first
R_GR_un_04d_2	Frame	31	12	1872769	13	1318976	14	681214	13	3872959	48.35	first
R_GR_un_04d_2	Frame	32	13	496249	14	273370	12	244002	14	1013621	48.96	first
R_GR_un_04d_2	Frame	33	14	141872	15	43671	13	77344	15	262887	53.97	first
R_GR_un_04d_2	Frame	34	14	27160	15	16870	13	10895	15	54925	49.45	first
R_GR_un_04d_3	Frame	27	12	516336	10	350081	11	448805	13	1315222	39.26	first
R_GR_un_04d_3	Frame	28	11	925114	12	825179	10	833442	12	2583735	35.81	first
R_GR_un_04d_3	Frame	29	11	2165057	12	1380881	13	1192902	12	4738840	45.69	first
R_GR_un_04d_3	Frame	30	12	2523779	13	1112916	11	2048638	13	5685333	44.39	first
R_GR_un_04d_3	Frame	31	12	1554016	13	1231141	14	576991	13	3362148	46.22	first
R_GR_un_04d_3	Frame	32	13	413480	14	253407	12	183783	14	850670	48.61	first
R_GR_un_04d_3	Frame	33	14	123420	15	37428	13	62553	15	223401	55.25	first
R_GR_un_04d_3	Frame	34	14	21889	15	15922	13	8147	15	45958	47.63	first
R_GR_in_07d_1	Frame	27	12	869347	10	606520	11	755886	13	2231753	38.95	first
R_GR_in_07d_1	Frame	28	11	1287814	12	1137124	10	1120158	12	3545096	36.33	first
R_GR_in_07d_1	Frame	29	11	2177613	12	1432415	13	1150516	12	4760544	45.74	first
R_GR_in_07d_1	Frame	30	12	1503330	13	694448	11	1191010	13	3388788	44.36	first
R_GR_in_07d_1	Frame	31	12	497022	13	439738	14	252513	13	1189273	41.79	first
R_GR_in_07d_1	Frame	32	13	131139	14	98258	12	69705	14	299102	43.84	first
R_GR_in_07d_1	Frame	33	14	40450	15	12617	13	20615	15	73682	54.9	first
R_GR_in_07d_1	Frame	34	14	5009	15	2699	13	2001	15	9709	51.59	first
R_GR_in_07d_2	Frame	27	12	1136689	10	754730	11	921629	13	2813048	40.41	first
R_GR_in_07d_2	Frame	28	11	1315247	12	1171485	10	1193912	12	3680644	35.73	first
R_GR_in_07d_2	Frame	29	11	2130728	12	1447293	13	1163312	12	4741333	44.94	first
R_GR_in_07d_2	Frame	30	12	1649828	13	791949	11	1280457	13	3722234	44.32	first
R_GR_in_07d_2	Frame	31	13	548214	14	285072	12	545074	14	1378360	39.77	first
R_GR_in_07d_2	Frame	32	13	121174	14	98116	12	58345	14	277635	43.65	first
R_GR_in_07d_2	Frame	33	14	27192	15	9696	13	14046	15	50934	53.39	first
R_GR_in_07d_2	Frame	34	14	2702	15	2198	13	1428	15	6328	42.7	first
R_GR_in_07d_3	Frame	27	12	1136689	10	754730	11	921629	13	2813048	40.41	first
R_GR_in_07d_3	Frame	28	11	1315247	12	1171485	10	1193912	12	3680644	35.73	first
R_GR_in_07d_3	Frame	29	11	2130728	12	1447293	13	1163312	12	4741333	44.94	first
R_GR_in_07d_3	Frame	30	12	1649828	13	791949	11	1280457	13	3722234	44.32	first
R_GR_in_07d_3	Frame	31	13	548214	14	285072	12	545074	14	1378360	39.77	first
R_GR_in_07d_3	Frame	32	13	121174	14	98116	12	58345	14	277635	43.65	first
R_GR_in_07d_3	Frame	33	14	27192	15	9696	13	14046	15	50934	53.39	first
R_GR_in_07d_3	Frame	34	14	2702	15	2198	13	1428	15	6328	42.7	first
R_GR_un_07d_1	Frame	27	12	564309	10	397079	11	491936	13	1453324	38.83	first
R_GR_un_07d_1	Frame	28	11	847185	12	798650	10	768275	12	2414110	35.09	first
R_GR_un_07d_1	Frame	29	11	1729093	12	1312514	13	993743	12	4035350	42.85	first
R_GR_un_07d_1	Frame	30	12	2460841	13	1154355	11	1797042	13	5412238	45.47	first
R_GR_un_07d_1	Frame	31	12	1914490	13	1681176	14	834428	13	4430094	43.22	first
R_GR_un_07d_1	Frame	32	13	984768	14	611142	12	399854	14	1995764	49.34	first
R_GR_un_07d_1	Frame	33	14	241270	15	77135	13	135050	15	453455	53.21	first
R_GR_un_07d_1	Frame	34	14	25002	15	16585	13	10227	15	51814	48.25	first
R_GR_un_07d_2	Frame	27	12	746889	10	483507	11	633527	13	1863923	40.07	first
R_GR_un_07d_2	Frame	28	11	993546	12	931547	10	871786	12	2796879	35.52	first
R_GR_un_07d_2	Frame	29	11	1925528	12	1298195	13	1057730	12	4281453	44.97	first
R_GR_un_07d_2	Frame	30	12	2272794	13	959270	11	1942680	13	5174744	43.92	first
R_GR_un_07d_2	Frame	31	12	1451056	13	1136696	14	638265	13	3226017	44.98	first
R_GR_un_07d_2	Frame	32	13	478932	14	292072	12	217751	14	988755	48.44	first
R_GR_un_07d_2	Frame	33	14	82856	15	29511	13	47261	15	159628	51.91	first
R_GR_un_07d_2	Frame	34	14	11604	15	6756	13	4374	15	22734	51.04	first
R_GR_un_07d_3	Frame	27	12	752807	10	526780	11	656621	13	1936208	38.88	first
R_GR_un_07d_3	Frame	28	11	1121145	12	998385	10	964354	12	3083884	36.35	first
R_GR_un_07d_3	Frame	29	11	2078433	12	1491663	13	1123743	12	4693839	44.28	first
R_GR_un_07d_3	Frame	30	12	2341286	13	1072817	11	1741413	13	5155516	45.41	first
R_GR_un_07d_3	Frame	31	12	1141695	13	1128704	14	530708	13	2801107	40.76	first
R_GR_un_07d_3	Frame	32	13	328388	14	226804	12	137760	14	692952	47.39	first
R_GR_un_07d_3	Frame	33	14	58364	15	19428	13	29212	15	107004	54.54	first
R_GR_un_07d_3	Frame	34	14	7119	15	4534	13	2674	15	14327	49.69	first
R_GR_in_10d_1	Frame	27	11	343664	12	327980	10	245782	12	917426	37.46	first
R_GR_in_10d_1	Frame	28	12	635840	10	451710	11	583284	13	1670834	38.06	first
R_GR_in_10d_1	Frame	29	11	1009039	12	984455	13	855697	12	2849191	35.41	first
R_GR_in_10d_1	Frame	30	11	2135928	12	1543581	13	1244454	12	4923963	43.38	first
R_GR_in_10d_1	Frame	31	12	3143042	13	1413360	14	2777351	13	7333753	42.86	first
R_GR_in_10d_1	Frame	32	12	2999159	13	2094648	14	1985340	13	7079147	42.37	first
R_GR_in_10d_1	Frame	33	13	1322046	14	1027517	15	1169008	14	3518571	37.57	first
R_GR_in_10d_1	Frame	34	14	318193	15	223739	13	260908	15	802840	39.63	first
R_GR_in_10d_2	Frame	27	11	126131	12	120310	10	103433	12	349874	36.05	first
R_GR_in_10d_2	Frame	28	12	295199	10	239766	11	248387	13	783352	37.68	first
R_GR_in_10d_2	Frame	29	11	498903	12	466504	13	467391	12	1432798	34.82	first
R_GR_in_10d_2	Frame	30	11	1063094	12	803232	13	675489	12	2541815	41.82	first
R_GR_in_10d_2	Frame	31	12	1692210	13	823836	14	1487560	13	4003606	42.27	first
R_GR_in_10d_2	Frame	32	12	1865424	13	1426794	14	1139946	13	4432164	42.09	first
R_GR_in_10d_2	Frame	33	13	993733	14	789331	15	827514	14	2610578	38.07	first
R_GR_in_10d_2	Frame	34	14	293128	15	214935	13	247968	15	756031	38.77	first
R_GR_in_10d_3	Frame	27	12	239369	10	195801	11	229787	13	664957	36.0	first
R_GR_in_10d_3	Frame	28	12	480284	10	360156	11	408543	13	1248983	38.45	first
R_GR_in_10d_3	Frame	29	11	733597	12	713829	13	668178	12	2115604	34.68	first
R_GR_in_10d_3	Frame	30	11	1477643	12	1101581	13	965325	12	3544549	41.69	first
R_GR_in_10d_3	Frame	31	12	2277343	13	1106497	14	1973255	13	5357095	42.51	first
R_GR_in_10d_3	Frame	32	12	2442456	13	1828289	14	1529178	13	5799923	42.11	first
R_GR_in_10d_3	Frame	33	13	1562879	14	1200999	15	1257990	14	4021868	38.86	first
R_GR_in_10d_3	Frame	34	14	573817	15	391241	13	488811	15	1453869	39.47	first
R_GR_un_10d_1	Frame	27	12	489501	10	298684	11	396261	13	1184446	41.33	first
R_GR_un_10d_1	Frame	28	12	692206	10	670470	11	631237	13	1993913	34.72	first
R_GR_un_10d_1	Frame	29	11	1631935	12	980180	13	1027402	12	3639517	44.84	first
R_GR_un_10d_1	Frame	30	12	2376023	13	987401	11	2311208	13	5674632	41.87	first
R_GR_un_10d_1	Frame	31	12	2416280	13	1646867	14	867849	13	4930996	49.0	first
R_GR_un_10d_1	Frame	32	13	936827	14	470469	12	444368	14	1851664	50.59	first
R_GR_un_10d_1	Frame	33	14	214483	15	73407	13	135621	15	423511	50.64	first
R_GR_un_10d_1	Frame	34	14	47557	15	28681	13	20180	15	96418	49.32	first
R_GR_un_10d_2	Frame	27	12	568076	10	351881	11	461482	13	1381439	41.12	first
R_GR_un_10d_2	Frame	28	12	801432	10	762014	11	702474	13	2265920	35.37	first
R_GR_un_10d_2	Frame	29	11	1731697	12	1084112	13	1216080	12	4031889	42.95	first
R_GR_un_10d_2	Frame	30	11	2740783	12	2564863	13	1157303	12	6462949	42.41	first
R_GR_un_10d_2	Frame	31	12	2885982	13	1797540	14	1100464	13	5783986	49.9	first
R_GR_un_10d_2	Frame	32	13	1073743	14	503896	12	562879	14	2140518	50.16	first
R_GR_un_10d_2	Frame	33	14	213267	15	80264	13	148881	15	442412	48.21	first
R_GR_un_10d_2	Frame	34	14	47947	15	27668	13	21603	15	97218	49.32	first
R_GR_un_10d_3	Frame	27	12	393039	10	219449	11	284906	13	897394	43.8	first
R_GR_un_10d_3	Frame	28	12	495509	10	481409	11	441774	13	1418692	34.93	first
R_GR_un_10d_3	Frame	29	11	1068353	12	669306	13	744068	12	2481727	43.05	first
R_GR_un_10d_3	Frame	30	11	1752234	12	1593939	13	711969	12	4058142	43.18	first
R_GR_un_10d_3	Frame	31	12	2016989	13	1196416	14	788536	13	4001941	50.4	first
R_GR_un_10d_3	Frame	32	13	960293	14	452662	12	517428	14	1930383	49.75	first
R_GR_un_10d_3	Frame	33	14	245208	15	90684	13	174253	15	510145	48.07	first
R_GR_un_10d_3	Frame	34	14	70125	15	39696	13	31301	15	141122	49.69	first
R_GR_in_15d_1	Frame	27	12	637116	10	455459	11	566648	13	1659223	38.4	first
R_GR_in_15d_1	Frame	28	10	1093190	11	991520	12	891188	11	2975898	36.73	first
R_GR_in_15d_1	Frame	29	11	2556614	12	1516740	13	1370872	12	5444226	46.96	first
R_GR_in_15d_1	Frame	30	12	3640347	13	1365365	11	2803212	13	7808924	46.62	first
R_GR_in_15d_1	Frame	31	12	3358735	13	2572654	14	853676	13	6785065	49.5	first
R_GR_in_15d_1	Frame	32	13	1656137	14	700539	12	455686	14	2812362	58.89	first
R_GR_in_15d_1	Frame	33	14	215579	15	54703	13	111394	15	381676	56.48	first
R_GR_in_15d_1	Frame	34	15	9664	13	6607	14	9200	16	25471	37.94	first
R_GR_in_15d_2	Frame	27	12	627928	10	442718	11	586346	13	1656992	37.9	first
R_GR_in_15d_2	Frame	28	10	1005691	11	863856	12	887289	11	2756836	36.48	first
R_GR_in_15d_2	Frame	29	11	2294275	12	1266695	13	1389806	12	4950776	46.34	first
R_GR_in_15d_2	Frame	30	12	3179566	13	1193056	11	3003697	13	7376319	43.11	first
R_GR_in_15d_2	Frame	31	12	3511877	13	2270195	14	961868	13	6743940	52.07	first
R_GR_in_15d_2	Frame	32	13	1730434	14	668502	12	570955	14	2969891	58.27	first
R_GR_in_15d_2	Frame	33	14	218642	15	58131	13	138231	15	415004	52.68	first
R_GR_in_15d_2	Frame	34	14	9564	15	9141	13	5259	15	23964	39.91	first
R_GR_in_15d_3	Frame	27	12	47755	10	36255	11	42082	13	126092	37.87	first
R_GR_in_15d_3	Frame	28	10	88549	11	83440	12	68234	11	240223	36.86	first
R_GR_in_15d_3	Frame	29	11	218389	12	122775	13	109553	12	450717	48.45	first
R_GR_in_15d_3	Frame	30	12	289424	13	108897	11	229829	13	628150	46.08	first
R_GR_in_15d_3	Frame	31	12	256881	13	197621	14	71469	13	525971	48.84	first
R_GR_in_15d_3	Frame	32	13	124390	14	51752	12	36376	14	212518	58.53	first
R_GR_in_15d_3	Frame	33	14	14892	15	4127	13	8704	15	27723	53.72	first
R_GR_in_15d_3	Frame	34	15	705	13	367	14	559	16	1631	43.23	first
R_GR_un_15d_1	Frame	27	12	656341	10	416357	11	552506	13	1625204	40.39	first
R_GR_un_15d_1	Frame	28	10	874118	11	848937	12	809426	11	2532481	34.52	first
R_GR_un_15d_1	Frame	29	11	1917391	12	1272960	13	953953	12	4144304	46.27	first
R_GR_un_15d_1	Frame	30	12	2785374	13	1048665	11	1742123	13	5576162	49.95	first
R_GR_un_15d_1	Frame	31	12	2186582	13	1992087	14	680427	13	4859096	45.0	first
R_GR_un_15d_1	Frame	32	13	1260472	14	709881	12	333932	14	2304285	54.7	first
R_GR_un_15d_1	Frame	33	14	255377	15	61232	13	97745	15	414354	61.63	first
R_GR_un_15d_1	Frame	34	15	10334	13	3602	14	9491	16	23427	44.11	first
R_GR_un_15d_2	Frame	27	12	698272	10	492254	11	562301	13	1752827	39.84	first
R_GR_un_15d_2	Frame	28	11	1143103	12	879987	10	974306	12	2997396	38.14	first
R_GR_un_15d_2	Frame	29	11	2189236	12	1753496	13	968325	12	4911057	44.58	first
R_GR_un_15d_2	Frame	30	12	3173092	13	1360525	11	1520774	13	6054391	52.41	first
R_GR_un_15d_2	Frame	31	13	2197344	14	673136	12	1859786	14	4730266	46.45	first
R_GR_un_15d_2	Frame	32	13	1083329	14	728263	12	234678	14	2046270	52.94	first
R_GR_un_15d_2	Frame	33	14	211752	15	55244	13	66416	15	333412	63.51	first
R_GR_un_15d_2	Frame	34	15	8149	13	2775	14	6392	16	17316	47.06	first
R_GR_un_15d_3	Frame	27	12	453916	10	296401	11	366257	13	1116574	40.65	first
R_GR_un_15d_3	Frame	28	11	718435	12	571043	10	631199	12	1920677	37.41	first
R_GR_un_15d_3	Frame	29	11	1528125	12	1118572	13	645070	12	3291767	46.42	first
R_GR_un_15d_3	Frame	30	12	2285795	13	892899	11	1196311	13	4375005	52.25	first
R_GR_un_15d_3	Frame	31	13	1618258	14	484131	12	1484480	14	3586869	45.12	first
R_GR_un_15d_3	Frame	32	13	810297	14	524240	12	176934	14	1511471	53.61	first
R_GR_un_15d_3	Frame	33	14	135131	15	36518	13	41998	15	213647	63.25	first
R_GR_un_15d_3	Frame	34	15	5259	13	2121	14	4391	16	11771	44.68	first
R_GR_in_20d_1	Frame	27	11	782928	12	667178	10	444472	12	1894578	41.32	first
R_GR_in_20d_1	Frame	28	12	1205841	10	933824	11	904642	13	3044307	39.61	first
R_GR_in_20d_1	Frame	29	11	2688503	12	1380917	13	1983201	12	6052621	44.42	first
R_GR_in_20d_1	Frame	30	11	5870843	12	3783841	13	1554654	12	11209338	52.37	first
R_GR_in_20d_1	Frame	31	12	6566042	13	2493897	14	2200857	13	11260796	58.31	first
R_GR_in_20d_1	Frame	32	13	2787963	14	891388	12	1591625	14	5270976	52.89	first
R_GR_in_20d_1	Frame	33	14	440292	15	154428	13	306993	15	901713	48.83	first
R_GR_in_20d_1	Frame	34	14	39873	15	36124	13	20100	15	96097	41.49	first
R_GR_in_20d_2	Frame	27	11	508091	12	452403	10	330559	12	1291053	39.35	first
R_GR_in_20d_2	Frame	28	12	887382	10	670952	11	692520	13	2250854	39.42	first
R_GR_in_20d_2	Frame	29	11	1964137	12	1154607	13	1587920	12	4706664	41.73	first
R_GR_in_20d_2	Frame	30	11	4764446	12	2954722	13	1440182	12	9159350	52.02	first
R_GR_in_20d_2	Frame	31	12	5903374	13	2229016	14	2267740	13	10400130	56.76	first
R_GR_in_20d_2	Frame	32	13	3010116	14	967911	12	1919075	14	5897102	51.04	first
