Gene	wt_te_YPD1	wt_te_YPD2	wt_te_YPD3	ncs2d_te_YPD1	ncs2d_te_YPD2	ncs2d_te_YPD3
NM_001178184.1	0.345785057930483	0.31159849832049	0.424521934758155	0.349206349206349	0.321408608160984	0.471404142124264
NM_001178185.1	0.271353482260184	0.30421270718232	0.305534779356769	0.189991271457667	0.185534591194969	0.267322673226732
NM_001178186.1	0.390454284071305	0.491540785498489	0.427175843694494	0.352262443438914	0.339647871629151	0.433982395305415
NM_001178187.1	0.296253234819788	0.286359360301035	0.327429839243315	0.309375319496984	0.294206071697003	0.349565277157291
NM_001178188.1	0.37792349726776	0.371364195002048	0.37457969065232	0.267628441042249	0.305464480874317	0.461312880667719
NM_001178189.1	0.487994987468672	0.561345123767868	0.554717224479267	0.606453858392999	0.596389590526731	0.592922781511453
NM_001178191.1	0.492156862745098	0.591511137868754	0.41940666166863	0.431142499145689	0.408685737976783	0.406965174129353
NM_001178192.2	0.437333333333333	0.678941311852704	0.411978221415608	0.545988258317025	0.365450791465933	0.372300819061802
NM_001178193.1	0.280632411067194	0.316373124592303	0.34113516676419	0.31841046277666	0.317678100263852	0.411808669656203
NM_001178194.1	0.43958436417615	0.512507689153168	0.452635599694423	0.558104588258866	0.508326793966344	0.455781708292596
NM_001178195.2	0.346133886870784	0.431268436578171	0.412755102040816	0.399197145405888	0.373644703919933	0.387926768926274
NM_001178196.2	0.426038417337055	0.454950325453923	0.485610200364299	0.381170271769273	0.401352366641623	0.572080111045013
NM_001178197.1	0.053946053946054	0.114149821640904	0.0707692307692308	0.0522522522522523	0.0541237113402062	0.0449640287769784
NM_001178198.1	0.297881729920565	0.450182260024301	0.498356035697511	0.370728929384966	0.262349522623495	0.321936056838366
NM_001178199.2	0.0939731505284205	0.110068792995622	0.147872340425532	0.106075949367089	0.0999747538500379	0.134397870924817
NM_001178200.1	0.22623862487361	0.202930948832588	0.231656441717791	0.230021860578091	0.226050830889541	0.24035747883349
NM_001178201.2	0.662735257214555	0.631063432835821	0.636098509397278	0.637507866582756	0.595947016868561	0.473045413168808
NM_001178202.2	0.353242039267448	0.322657364832726	0.381224412072741	0.415628074778616	0.402080886054707	0.473306245866012
NM_001178203.1	0.156375593715747	0.0865712338104976	0.237448559670782	0.184586699813549	0.168100078186083	0.331458699472759
NM_001178204.1	0.10056657223796	0.091391268869849	0.128831814415907	0.11531914893617	0.134117647058824	0.081041257367387
NM_001178205.1	0.0734966592427617	0.0338983050847458	0.0657439446366782	0.0367278797996661	0.0301003344481605	0.0481695568400771
NM_001178209.1	0.557664054848188	0.626604112046364	0.515180839482279	0.629975629569456	0.488937292215981	0.54944054124382
NM_001178210.1	0.180088141025641	0.191666666666667	0.215707722598994	0.178342816500711	0.196205962059621	0.164365424626442
NM_001178211.1	0.608037707764823	0.687256089355403	0.658828064764842	0.777431906614786	0.633685380767093	0.674389636273044
NM_001178212.1	0.253481236724097	0.2625033792917	0.257865646258503	0.289003880983182	0.220961419434702	0.211976277023149
NM_001178213.1	0.076	0.109677419354839	0.0547619047619048	0.04	0.0394736842105263	0.0695876288659794
NM_001178215.2	0.369372693726937	0.394907908992416	0.357609340985553	0.41495652173913	0.328353197918415	0.412426932236415
NM_001178216.1	0.498382433920705	0.496022369250158	0.465350349145196	0.471134182790624	0.498047964305633	0.417567954220315
NM_001178217.1	0.261363636363636	0.373650107991361	0.275054073540014	0.359630419331912	0.303828483920368	0.429906542056075
NM_001178218.2	0.225667527993109	0.249341527655838	0.276767676767677	0.233670033670034	0.225961538461538	0.29559748427673
NM_001178219.1	0	0.0256739409499358	0	0.024223602484472	0.0164670658682635	0.0431499460625674
NM_001178220.2	0.0197512801755669	0.0501672240802676	0.0425855513307985	0.0134556574923547	0.03203125	0.0450538687561214
NM_001178221.1	0.305436101003418	0.359334882014916	0.337340706900697	0.369105691056911	0.307067864487499	0.311746804625685
NM_001178222.1	0.351532969340613	0.433333333333333	0.349960254372019	0.31229177625811	0.322311046511628	0.284263959390863
NM_001178224.1	0.335203366058906	0.408572731418149	0.387739463601532	0.409422049538611	0.39731729879741	0.36976241900648
NM_001178225.1	0.276580285783483	0.318002257336343	0.329829984544049	0.290958164642375	0.222855889449441	0.279408311810284
NM_001178226.1	0.0970625798212005	0.0768361581920904	0.146379044684129	0.0989729225023343	0.114754098360656	0.139974779319042
NM_001178227.1	0.44363965595292	0.406235878897424	0.451397087760724	0.334441213128376	0.375108790252393	0.524363233665559
NM_001178236.1	0.0075207468879668	0.0422174840085288	0	0.0351586807716241	0.049023680930619	0.0378518278874151
NM_001178239.1	2.34235470192068	2.39448608817177	2.56298967790076	1.69750889679715	1.65568428674873	1.3468815697267
NM_001178241.1	0.399650394924252	0.430188555069268	0.494192263726539	0.546423035060523	0.473335551589582	0.402513652204934
NM_001178242.1	0.635257725826121	0.621304476060729	0.570574962393448	0.69029434060694	0.684292564049816	0.544939673741132
NM_001178243.1	0.402113522686232	0.469755410305564	0.391339089839267	0.456287966320799	0.407040741980584	0.333961172006358
NM_001178244.1	1.14200298953662	1.32060669456067	0.860745201354912	1.0460498521335	0.992397137745975	1.0774615025665
NM_001178245.1	0.0909359315028049	0.100068306010929	0.129664941432852	0.0817341862117981	0.0651211252930451	0.119824016563147
NM_001178246.1	0.289080508836336	0.39748909458453	0.376395061728395	0.358154859967051	0.333458965419768	0.330733073307331
NM_001178247.1	1.17839607201309	1.27578338910861	1.02603299530801	1.03234844625573	1.03257280096067	1.48150346191889
NM_001178248.2	0.282919847328244	0.396561604584527	0.39724680432645	0.310403397027601	0.268328445747801	0.341441441441441
NM_001178249.1	0.411394000504159	0.406279287722587	0.405041286397219	0.353290676416819	0.315789473684211	0.351574212893553
NM_001178250.1	0.297653487624558	0.413857677902622	0.331905075807515	0.342150463758159	0.338894967177243	0.290915054116104
NM_001178251.1	0.322099554522564	0.308510638297872	0.320905459387483	0.237282229965157	0.233188924467885	0.296534312600413
NM_001178253.1	0.494505494505495	0.641860465116279	0.844758064516129	0.47012987012987	0.491295938104449	0.881226053639847
NM_001178254.2	0.0784494693124135	0.157657657657658	0.146083613647285	0.120300751879699	0.120058565153734	0.177388836329234
NM_001178255.1	0.443102352193261	0.460372592358699	0.544196771714066	0.510702215546376	0.433048433048433	0.589244320815948
NM_001178256.1	0.292695954065963	0.341985428051002	0.366888255777145	0.298379276908159	0.331583198707593	0.344223550674267
NM_001178257.1	1.26018486819582	1.23852040816327	1.25188916876574	1.2310334061817	1.2926593689633	1.39058913542464
NM_001178258.1	0.2265625	0.277064789898572	0.298458828709819	0.252320185614849	0.189089620970599	0.211195521791283
NM_001178259.1	0.13840045377198	0.138657792567942	0.226930963773069	0.219546742209632	0.149509803921569	0.141063956963539
NM_001178260.1	0.296081923419412	0.308109280138768	0.362616376223442	0.192282537606279	0.225916131469588	0.249174138744691
NM_001178261.1	0.267683772538141	0.408970340004823	0.330931796349664	0.460165975103734	0.428680251380689	0.357998957790516
NM_001178262.1	0.706575576430401	0.783158655583665	0.682954181352131	0.772451664569271	0.659213569776407	0.866107723577236
NM_001178263.1	0.51232	0.581516733190052	0.683111271155924	0.558058375634518	0.509019350606756	0.693194925028835
NM_001178264.1	0.985664131070802	1.01187116862898	0.938383078337932	0.900828704125307	0.975961070559611	0.841852515057789
NM_001178265.1	0.304761904761905	0.36511983681795	0.269783352337514	0.323517126148705	0.243962264150943	0.264810983637389
NM_001178266.1	0.485752115594957	0.723874703869439	0.586153846153846	0.539270799871507	0.563259824710206	0.332009685230024
NM_001178267.1	0.931454044840697	0.859603821496069	0.733534259880872	1.07055435299671	1.02163072111795	0.723807587157414
NM_001178268.1	0.727237949502678	0.916534307496823	0.67944591332337	1.09458195117802	0.701182717837316	0.464654249625348
NM_001178269.1	0.138888888888889	0.145554202192448	0.135245901639344	0.168821292775665	0.102822580645161	0.0734355044699872
NM_001178270.1	0.998527400862522	0.815616205596559	1.02954162030224	0.869613026999205	0.981822200121554	0.924865629420085
NM_001178271.1	0.240056318197818	0.359250851305335	0.285115303983228	0.303950256035113	0.289584128195345	0.220909416398138
NM_001178272.1	0.598736868434217	0.511053585296402	0.649062434159702	0.597323943661972	0.564247787610619	0.552492964860379
NM_001178273.1	0.399357399357399	0.408616187989556	0.513708513708514	0.431578947368421	0.38632961915849	0.48564867967853
NM_001178274.1	0.856396866840731	1.10061919504644	0.705426356589147	1.03009575923393	0.81354051054384	0.784444444444444
NM_001178275.1	0.56969696969697	0.526897353881942	0.51220265678097	0.506163708086785	0.504712041884817	0.525216353327365
NM_001178276.1	0.394745774217636	0.464820207218799	0.386945392491468	0.519482862297054	0.427565920789999	0.408249603384453
NM_001178277.1	0.568509615384615	0.502783964365256	0.51530356246864	0.445811830091306	0.513086150490731	0.611696522655427
NM_001178278.1	0.365081815375116	0.44968967462855	0.403430937592428	0.574636723910172	0.405069839627522	0.371875
NM_001178279.1	0.862425480468587	0.906387760394157	0.861546476794165	0.874182930786704	0.835962710648978	0.846012743772929
NM_001178280.1	0.289366255796441	0.361980382998599	0.292948070317236	0.30967545097441	0.313097105375731	0.293810643928256
NM_001178281.1	0.568168500553421	0.707536601382934	0.60418532152688	0.584146298821637	0.485795538703084	0.503750703256861
NM_001178282.1	0.381915526472338	0.412348668280872	0.404681404421326	0.354112316353151	0.334264562089677	0.409979271542789
NM_001178283.1	0.283582089552239	0.197530864197531	0.230769230769231	0.0869565217391304	0.311004784688995	0.369747899159664
NM_001178285.1	0.530566309534528	0.604021937842779	0.561614799113595	0.698963730569948	0.634603831519925	0.684361549497848
NM_001178286.1	0.275830258302583	0.349078726968174	0.29497614369913	0.435897435897436	0.329148882751695	0.331607558892053
NM_001178287.1	1.68342597271349	1.84477211796247	1.31635565312843	1.80671920364994	1.64078310602728	2.01619023526436
NM_001178289.1	0.0248447204968944	0.048618219037871	0.0426977195536148	0.0277569392348087	0.0269770879526977	0.0550239234449761
NM_001178290.1	0.567302452316076	0.563254786450663	0.539831685595228	0.649108457385899	0.569151597455507	0.517683949536936
NM_001178291.1	1.50424160162877	2.03227141083988	1.08997955010225	1.66082177440461	1.48166978860048	1.59235339705502
NM_001178292.1	0.101137286758733	0.109623015873016	0.10448275862069	0.130917874396135	0.0810301507537688	0.0893029232251847
NM_001178294.1	0.55894519131334	0.651880141010576	0.580063368267122	0.410917030567686	0.402377972465582	0.470223599734337
NM_001178295.1	0.286525359576079	0.287296280819056	0.25857654889913	0.233466742900705	0.269396110542477	0.261268000748083
NM_001178296.2	0.309165097300691	0.311886823134045	0.344611869662188	0.301193973277741	0.278565744511539	0.315197092817847
NM_001178297.2	0.260105721393035	0.291787003610108	0.254070234357889	0.261235119047619	0.233610716460321	0.247117309949596
NM_001178298.1	0.681818181818182	0.719613698456065	0.578124045218454	0.740699388147023	0.691874497184232	0.738128324308783
NM_001178299.1	0.396901709401709	0.65811320754717	0.332074046089913	0.488888888888889	0.492851135407906	0.418510324483776
NM_001178300.1	0.157008613938919	0.206072672971628	0.210154525386313	0.222641509433962	0.142177275431291	0.161222339304531
NM_001178301.1	0.369989047097481	0.514913232104121	0.326336633663366	0.453735435229609	0.356305578011318	0.375051631557208
NM_001178303.1	0.538461538461538	0.817292006525285	0.471106758080313	0.553283100107643	0.427458617332035	0.46
NM_001178304.1	0.50951909321008	0.475852573607287	0.503743435020673	0.590839303991812	0.593338431472513	0.552130705743642
NM_001178306.1	0.37219730941704	0.38562091503268	0.416403785488959	0.289959016393443	0.371536523929471	0.56188605108055
NM_001178307.2	0.279287174992697	0.318046132971506	0.302762430939227	0.275337352856733	0.213432835820896	0.306058713304185
NM_001178308.2	0.477216238608119	0.511166713001575	0.436039696803938	0.45057946408799	0.436017253774263	0.463894110275689
NM_001178309.1	0.62531999069118	0.582975986277873	0.623379860418744	0.552652733118971	0.577154772937906	0.597844311377245
NM_001178312.1	1.02417444709342	0.953850506443429	0.803488313506921	1.08867754640078	1.06864912791408	0.846416190785707
NM_001178314.1	0.320631464344039	0.483406386975579	0.421768707482993	0.288671875	0.313073895933537	0.457780458383595
NM_001178315.1	0.0232751454696592	0.0413223140495868	0.0172555464256368	0.0709046454767726	0.0700271657108361	0.047106824925816
NM_001178316.1	1.00260305234631	0.971435405063724	0.970493863914525	0.955572116487044	1.01255133891901	1.10190114068441
NM_001178318.1	0.640958832725378	0.878306878306878	0.594439117929051	0.865724381625442	0.693411420204978	0.580858085808581
NM_001178319.1	0.587968217934166	0.652345289712259	0.476730987514188	0.510032537960954	0.530378632227766	0.540383014154871
NM_001178320.2	0.248344370860927	0.192151556156969	0.214132762312634	0.272658035034273	0.216444981862152	0.198830409356725
NM_001178321.1	0.804469273743017	0.839052287581699	0.701141473538568	0.470275739944346	0.646725440806045	0.895330112721417
NM_001178322.1	0.241225772655841	0.225086762518592	0.272591262716936	0.188874514877102	0.204599336178284	0.240570719602978
NM_001178324.2	0.209555345316935	0.29040404040404	0.321207961564859	0.186077643908969	0.17939678809244	0.240693523712392
NM_001178325.1	0.388118293640408	0.533245120740986	0.428156748911466	0.467879790460436	0.390536896298112	0.497278911564626
NM_001178326.1	0.529206190713929	0.592356687898089	0.409502262443439	0.566596194503171	0.438317757009346	0.47197962154294
NM_001178327.1	0.721558063386555	0.762947693062088	0.800670307328277	0.86448995175194	0.772563164564312	0.799468367520448
NM_001178328.2	0.159474671669794	0.119705340699816	0.132885906040268	0.149405772495756	0.13768115942029	0.144787644787645
NM_001178329.1	0.254791077599749	0.272335844994618	0.307539682539683	0.2121138996139	0.258868128892499	0.267811158798283
NM_001178330.1	0.515389257694629	0.568326162671584	0.474621078604159	0.720048406615571	0.575286718460969	0.443290734824281
NM_001178331.2	0.597936210131332	0.569622415855117	0.543314917127072	0.569660064239829	0.552545478340531	0.529588152499847
NM_001178332.1	0.990490966302894	1.08072393783632	0.759476694915254	1.02417901569362	1.11958405545927	0.693821069605394
NM_001178333.1	0.376456751844328	0.4578911095796	0.4182030091121	0.454952370021807	0.422267336253873	0.475448842742808
NM_001178335.1	0.152256286600069	0.122765895106944	0.147568854131248	0.106934306569343	0.11552217453505	0.0663900414937759
NM_001178337.2	0.623173277661795	0.768844221105528	0.379689521345408	0.666666666666667	0.524360033030553	0.539967373572594
NM_001178338.1	0.442879499217527	0.501460564751704	0.497735980494601	0.439875065070276	0.448167030832726	0.42558886509636
NM_001178339.2	1.84296181485135	1.6445066480056	1.50429906542056	1.70220924908425	1.8081494057725	1.64989394296488
NM_001178341.1	0.713398402839397	0.775142314990512	0.55952380952381	0.509062661833247	0.588272383354351	0.829975825946817
NM_001178342.1	0.299551234106208	0.329423264907136	0.402560763888889	0.415097963887822	0.364916264547261	0.358582311308012
NM_001178343.1	0.424681753889675	0.507733097657976	0.366550522648084	0.337114051669817	0.308598351001178	0.408955223880597
NM_001178344.1	0.319761129207383	0.304279749478079	0.280222559433485	0.26040326040326	0.241719242902208	0.337400281557954
NM_001178345.2	0.414201183431953	0.497324159021407	0.47417171357321	0.431081490457437	0.399942329873126	0.475949367088608
NM_001178346.2	0.270880361173815	0.28134328358209	0.314369501466276	0.163614884819846	0.204591492234976	0.157074340527578
NM_001178347.1	0.339183592979688	0.378222885148093	0.304664031620553	0.463737201365188	0.305408419291887	0.300688492342279
NM_001178349.1	0.294531499840102	0.344626967830253	0.294363929146538	0.281286413423444	0.245950948634891	0.341334164588529
NM_001178350.1	0.202033982388689	0.251651982378855	0.249255369180122	0.231776765375854	0.21380017955624	0.27388635290414
NM_001178351.1	0.275969313705163	0.345161290322581	0.349240265906933	0.26239396795476	0.271546203110704	0.28065905261187
NM_001178352.2	0.379979828542612	0.407462244595795	0.399146514935989	0.393496701225259	0.32615579480684	0.33415780361118
NM_001178353.1	0.17344646867981	0.265987909640471	0.234718100890208	0.270092620256947	0.258776595744681	0.259729272419628
NM_001178354.1	0.330049261083744	0.414252607184241	0.5	0.395180722891566	0.354418604651163	0.419979079497908
NM_001178355.2	0.377659574468085	0.35725677830941	0.373643410852713	0.368670137245622	0.309920983318701	0.370495495495495
NM_001178356.1	0.0307300841651987	0.0586983507714134	0.101278079008521	0.0624118476727786	0.0667680865449628	0.0645927846187082
NM_001178357.1	0.72379503860093	0.745516266813999	0.723125768773852	0.87223666743464	0.668779052636671	0.596660935940447
NM_001178358.1	0.663885636438916	0.689859741863292	0.691434609223218	0.802521388800869	0.723267208174507	0.608887781836968
NM_001178359.1	1.72812995585273	1.67072557832311	1.37768075721167	1.20433866017106	1.84085301918214	1.34716643330961
NM_001178361.1	0.422438465941614	0.434071729957806	0.248490338164251	0.404803749267721	0.337579617834395	0.235847128550991
NM_001178362.1	0.453227656689957	0.647868137855878	0.5055817947617	0.583076527991782	0.430492833300609	0.389772402628321
NM_001178363.1	0.534145116746171	0.519977037887486	0.541831238779174	0.428557683055903	0.520345398627868	0.625255102040816
NM_001178364.1	0.917556191963898	1.30569754394714	1.06694560669456	1.08887043189369	1.28606965174129	1.09727152855259
NM_001178365.1	0.478498033743499	0.504707855023862	0.501167219560143	0.424285714285714	0.477099657874407	0.524632267102498
NM_001178366.1	0.0252100840336134	0.018957345971564	0.047008547008547	0.0544464609800363	0.0560344827586207	0.0672451193058568
NM_001178367.1	0.113207547169811	0.131944444444444	0.254716981132075	0.0621761658031088	0.123152709359606	0.171717171717172
NM_001178369.1	0.307766059443912	0.382617912029677	0.338349766476388	0.308658294778586	0.246153846153846	0.427222659323367
NM_001178370.1	0.352927233941692	0.480577849117175	0.437808361464555	0.421887550200803	0.42511249196486	0.407319952774498
NM_001178371.1	0.322948073701843	0.304548736462094	0.325787557384835	0.324354192568034	0.307338829571564	0.445517774343122
NM_001178372.1	0.450340136054422	0.554896142433234	0.452301255230126	0.519953730480046	0.399262332872291	0.418829740431148
NM_001178373.1	0.929763722041548	0.917475179594802	0.873796241704083	0.983038213711881	0.957803226615397	0.873246645234554
NM_001178374.1	0.618333813779187	0.671796948832186	0.594435448255557	0.737202143427203	0.667085953878407	0.689775280898876
NM_001178376.1	0.302510864316755	0.350285714285714	0.310766924806395	0.300470711297071	0.295108444854638	0.414207963334288
NM_001178377.1	0.377443455122301	0.446920883067498	0.430436201457631	0.401496950656071	0.395779985660145	0.441661576053757
NM_001178378.1	0.142977291841884	0.157185286726068	0.167677748119388	0.161182375906302	0.149749878973697	0.197276186661326
NM_001178379.1	1.22727067363443	0.980772295372602	1.05248867931005	1.10736686952296	1.2714330545864	1.10733295824596
NM_001178382.1	0.526763245596137	0.593370082307634	0.603643785908679	0.509357432576674	0.452508276037688	0.476082594342676
NM_001178383.1	0.855043651136658	0.766420636695743	0.667212332037378	0.806331168831169	0.811849344054168	0.68558282208589
NM_001178384.1	0.297783135055815	0.284559672509709	0.35485621269669	0.320794301327088	0.287269129287599	0.390655454697333
NM_001178385.1	0.372442019099591	0.351583365127814	0.293	0.384270438082097	0.349019607843137	0.371608611937686
NM_001178386.1	0.856926952141058	0.933141059255375	0.851434175042903	0.835891891891892	0.910826486225229	1.1495968945954
NM_001178387.1	0.750221940393152	0.893204530313125	0.857173040354954	1.00187320728209	0.856575852606821	0.745726381222871
NM_001178388.1	0.195402298850575	0.742857142857143	0.361111111111111	0.193396226415094	0.126506024096386	0.217142857142857
NM_001178389.1	0.329118192547631	0.385335689045936	0.421745018378797	0.324638962569997	0.315981992121553	0.401342721467169
NM_001178390.1	0.209795561386247	0.298047949692126	0.281472239550842	0.237838471457039	0.210362116991643	0.234551346519164
NM_001178391.2	0.051792828685259	0.0553359683794466	0.0701089531027949	0.0469026548672566	0.048040235865418	0.0730452674897119
NM_001178392.2	0.130911842603103	0.136551724137931	0.105936722360469	0.109013867488444	0.109034267912773	0.092877094972067
NM_001178393.2	0.171428571428571	0.1875	0.173913043478261	0.141463414634146	0.109958506224066	0.0893203883495146
NM_001178394.1	0.676984523215177	0.794167134043747	0.706148055207026	0.841829705152935	0.809761508596783	0.697523142356768
NM_001178395.1	0.446837763519707	0.442360475754803	0.459860024701523	0.581837381203801	0.421636085626911	0.331967213114754
NM_001178396.1	1.02905193598037	1.05455640480068	0.916084718847456	0.945479128348174	1.06777582798374	0.859530649696498
NM_001178397.1	1.01224489795918	1.29118432769368	0.718945487042002	1.10820895522388	0.786626271369833	0.933790494206668
NM_001178398.1	0.141509433962264	0.227027027027027	0.0376470588235294	0.116580310880829	0.187755102040816	0.186666666666667
NM_001178400.1	0.406926125657852	0.388643610497915	0.444190933653557	0.479439252336449	0.530045941807044	0.459953261100489
NM_001178401.1	0.489109545163357	0.505290599601288	0.467417865870214	0.413654618473896	0.394848871860366	0.407787762088147
NM_001178402.1	0.519586398886459	0.626593449696019	0.652611585944919	0.627146361406378	0.369514237855946	0.494453248811411
NM_001178403.1	0.247445255474453	0.339596381350035	0.274120515499826	0.278960551033187	0.238688126328576	0.312409288824383
NM_001178404.1	0.481986143187067	0.543977721048967	0.511261753772141	0.53442426661345	0.508917954815696	0.578735144312394
NM_001178405.1	0.455604075691412	0.59965034965035	0.482869036183157	0.580857053487645	0.458931222167244	0.450830836284391
NM_001178406.1	0.521862924547488	0.642078404082579	0.483462483462483	0.51067615658363	0.53987398739874	0.608775510204082
NM_001178407.1	0.808225729316117	0.85781990521327	0.719169719169719	0.76485956890921	0.74805598755832	0.840249724568491
NM_001178408.1	0.265016756896107	0.305343511450382	0.26659669378116	0.264576188143067	0.229965156794425	0.270801429300664
NM_001178409.3	0.429945054945055	0.470381390316473	0.435659898477157	0.401847867358562	0.387186629526462	0.379845894534072
NM_001178410.1	0.456360007258211	0.553886925795053	0.516163600642972	0.414727041895895	0.44541303445413	0.356487709428886
NM_001178413.3	0.323848238482385	0.405683690280066	0.458333333333333	0.438736681887367	0.390781563126252	0.525803310613437
NM_001178414.1	0.318027850959729	0.477890011223345	0.324764784946237	0.414521112255407	0.275232578550114	0.347553906793415
NM_001178415.1	0.495663392190997	0.429582712369598	0.648182458220625	0.453693986257698	0.518473008997001	0.606856027114648
NM_001178416.4	0.35009013438217	0.419128979699679	0.414438118930297	0.360501479868208	0.362785306704708	0.43990330135227
NM_001178417.1	0.0449152542372881	0.0779816513761468	0.0759398496240601	0.0541190619362598	0.0255982192543127	0.0685959271168274
NM_001178418.1	0.241908524540343	0.245901639344262	0.25981228668942	0.278752076795274	0.253483296961558	0.220576650386009
NM_001178419.3	0.409901811644309	0.523319027181688	0.501566462777861	0.533309283309283	0.483860520349779	0.621958121109225
NM_001178420.1	0.697928878468152	0.442777287437482	0.64681659803611	0.571612903225806	0.505712979890311	0.535347043701799
NM_001178421.4	0.284243216737496	0.35100206031092	0.380398671096346	0.33028413028413	0.282880235121234	0.40690464219876
NM_001178422.2	0.5772830761447	0.698832035595106	0.56806406029204	0.489241469245816	0.549078226208271	0.576349335503119
NM_001178425.3	0.302455474760249	0.319615232050773	0.321732009417545	0.308662741799832	0.315231584607113	0.257154213036566
NM_001178426.2	1.03386793724284	1.01226274258904	0.968064846147792	0.904801637279597	1.08523156696356	1.03230386008919
NM_001178427.1	0.838645197112715	0.758915170022256	0.834873512764237	0.701161716813299	0.649909677419355	0.911027568922306
NM_001178428.3	0.98287888395688	1.16151263474112	0.926277897768178	0.850102421978552	1.08049535603715	0.944371055335388
NM_001178429.1	0.488111888111888	0.574074074074074	0.344262295081967	0.469753086419753	0.392932489451477	0.377556371263765
NM_001178430.1	0.861464277371775	0.962302306503615	0.813168835457097	0.789783701811797	0.83936290891253	0.730947912090838
