Sample	Length	Plus_Count	Minus_Count	Plus_Ratio	Minus_Ratio
m_GR_in_01d_1	97	43480	47384	0.443	0.4828
m_GR_in_01d_1	98	44036	48169	0.4487	0.4908
m_GR_in_01d_1	99	44788	48557	0.4563	0.4947
m_GR_in_01d_1	100	46301	50511	0.4717	0.5146
m_GR_in_01d_1	101	47143	51813	0.4803	0.5279
m_GR_in_01d_1	102	48191	52779	0.491	0.5377
m_GR_in_01d_1	103	48295	53170	0.492	0.5417
m_GR_in_01d_1	104	49761	53928	0.507	0.5494
m_GR_in_01d_1	105	50760	56106	0.5172	0.5716
m_GR_in_01d_1	106	52259	55681	0.5324	0.5673
m_GR_in_01d_1	107	52689	57184	0.5368	0.5826
m_GR_in_01d_1	108	54319	58164	0.5534	0.5926
m_GR_in_01d_1	109	55235	57989	0.5628	0.5908
m_GR_in_01d_1	110	55551	56851	0.566	0.5792
m_GR_in_01d_1	111	55161	53146	0.562	0.5415
m_GR_in_01d_1	112	54458	47363	0.5548	0.4826
m_GR_in_01d_1	113	53665	42361	0.5468	0.4316
m_GR_in_01d_1	114	53125	39349	0.5413	0.4009
m_GR_in_01d_1	115	56049	39745	0.571	0.4049
m_GR_in_01d_1	116	56186	39556	0.5724	0.403
m_GR_in_01d_1	117	57320	41733	0.584	0.4252
m_GR_in_01d_1	118	61853	64127	0.6302	0.6533
m_GR_in_01d_1	119	62659	64982	0.6384	0.6621
m_GR_in_01d_1	120	63459	63762	0.6465	0.6496
m_GR_in_01d_1	121	63034	60938	0.6422	0.6209
m_GR_in_01d_1	122	62233	53651	0.6341	0.5466
m_GR_in_01d_1	123	62245	48293	0.6342	0.492
m_GR_in_01d_1	124	63685	45985	0.6488	0.4685
m_GR_in_01d_1	125	62148	44627	0.6332	0.4547
m_GR_in_01d_1	126	64913	45843	0.6614	0.4671
m_GR_in_01d_1	127	64626	45758	0.6584	0.4662
m_GR_in_01d_1	128	70324	70326	0.7165	0.7165
m_GR_in_01d_1	129	70026	69958	0.7134	0.7128
m_GR_in_01d_1	130	70349	70079	0.7167	0.714
m_GR_in_01d_1	131	71208	69278	0.7255	0.7058
m_GR_in_01d_1	132	70916	68601	0.7225	0.6989
m_GR_in_01d_1	133	70524	67782	0.7185	0.6906
m_GR_in_01d_1	134	70822	68082	0.7216	0.6936
m_GR_in_01d_1	135	71911	68687	0.7327	0.6998
m_GR_in_01d_1	136	71610	68716	0.7296	0.7001
m_GR_in_01d_1	137	67853	67387	0.6913	0.6866
m_GR_in_01d_1	138	72071	71949	0.7343	0.733
m_GR_in_01d_1	139	72913	72653	0.7429	0.7402
m_GR_in_01d_1	140	73838	73333	0.7523	0.7471
m_GR_in_01d_1	141	69382	69541	0.7069	0.7085
m_GR_in_01d_1	142	69827	69842	0.7114	0.7116
m_GR_in_01d_1	143	70648	70854	0.7198	0.7219
m_GR_in_01d_1	144	74607	75823	0.7601	0.7725
m_GR_in_01d_1	150	5492820	5488217	55.9627	55.9158
m_GR_in_01d_2	20	410	489	0.0026	0.0031
m_GR_in_01d_2	21	508	615	0.0032	0.0039
m_GR_in_01d_2	22	608	889	0.0038	0.0056
m_GR_in_01d_2	23	907	1063	0.0057	0.0067
m_GR_in_01d_2	24	992	1295	0.0063	0.0082
m_GR_in_01d_2	25	1197	1739	0.0076	0.011
m_GR_in_01d_2	26	1503	2035	0.0095	0.0128
m_GR_in_01d_2	27	1940	2249	0.0122	0.0142
m_GR_in_01d_2	28	2418	2738	0.0153	0.0173
m_GR_in_01d_2	29	2793	3068	0.0176	0.0194
m_GR_in_01d_2	30	3317	3292	0.0209	0.0208
m_GR_in_01d_2	31	3466	3767	0.0219	0.0238
m_GR_in_01d_2	32	3623	3912	0.0229	0.0247
m_GR_in_01d_2	33	3990	4224	0.0252	0.0267
m_GR_in_01d_2	34	4135	4303	0.0261	0.0272
m_GR_in_01d_2	35	4096	5305	0.0259	0.0335
m_GR_in_01d_2	36	4536	4842	0.0286	0.0306
m_GR_in_01d_2	37	5057	5585	0.0319	0.0353
m_GR_in_01d_2	38	5097	5661	0.0322	0.0357
m_GR_in_01d_2	39	5366	5821	0.0339	0.0367
m_GR_in_01d_2	40	5325	5998	0.0336	0.0379
m_GR_in_01d_2	41	5742	6395	0.0362	0.0404
m_GR_in_01d_2	42	6237	6484	0.0394	0.0409
m_GR_in_01d_2	43	6583	7017	0.0416	0.0443
m_GR_in_01d_2	44	6597	6907	0.0416	0.0436
m_GR_in_01d_2	45	6709	7360	0.0423	0.0465
m_GR_in_01d_2	46	7235	7576	0.0457	0.0478
m_GR_in_01d_2	47	7326	7852	0.0462	0.0496
m_GR_in_01d_2	48	7504	8537	0.0474	0.0539
m_GR_in_01d_2	49	8085	8708	0.051	0.055
m_GR_in_01d_2	50	8013	9100	0.0506	0.0574
m_GR_in_01d_2	51	8689	9291	0.0548	0.0586
m_GR_in_01d_2	52	8579	9698	0.0541	0.0612
m_GR_in_01d_2	53	9537	9843	0.0602	0.0621
m_GR_in_01d_2	54	9401	10463	0.0593	0.066
m_GR_in_01d_2	55	9894	10767	0.0625	0.068
m_GR_in_01d_2	56	10160	11504	0.0641	0.0726
m_GR_in_01d_2	57	10820	11637	0.0683	0.0735
m_GR_in_01d_2	58	11005	11955	0.0695	0.0755
m_GR_in_01d_2	59	11132	12593	0.0703	0.0795
m_GR_in_01d_2	60	11242	13060	0.071	0.0824
m_GR_in_01d_2	61	12481	13422	0.0788	0.0847
m_GR_in_01d_2	62	12521	13478	0.079	0.0851
m_GR_in_01d_2	63	13612	14306	0.0859	0.0903
m_GR_in_01d_2	64	13814	14838	0.0872	0.0937
m_GR_in_01d_2	65	14336	15457	0.0905	0.0976
m_GR_in_01d_2	66	14560	16466	0.0919	0.1039
m_GR_in_01d_2	67	14978	16793	0.0945	0.106
m_GR_in_01d_2	68	15910	17664	0.1004	0.1115
m_GR_in_01d_2	69	16137	18370	0.1019	0.1159
m_GR_in_01d_2	70	16905	19227	0.1067	0.1214
m_GR_in_01d_2	71	17425	20124	0.11	0.127
m_GR_in_01d_2	72	17745	21221	0.112	0.1339
m_GR_in_01d_2	73	19143	20936	0.1208	0.1321
m_GR_in_01d_2	74	19831	21452	0.1252	0.1354
m_GR_in_01d_2	75	20153	21767	0.1272	0.1374
m_GR_in_01d_2	76	20753	23158	0.131	0.1462
m_GR_in_01d_2	77	22220	24143	0.1403	0.1524
m_GR_in_01d_2	78	22690	25275	0.1432	0.1595
m_GR_in_01d_2	79	23714	26525	0.1497	0.1674
m_GR_in_01d_2	80	23866	27187	0.1506	0.1716
m_GR_in_01d_2	81	24816	28289	0.1566	0.1786
m_GR_in_01d_2	82	26126	29666	0.1649	0.1872
m_GR_in_01d_2	83	26382	30110	0.1665	0.1901
m_GR_in_01d_2	84	28432	31803	0.1795	0.2007
m_GR_in_01d_2	85	28875	33136	0.1823	0.2092
m_GR_in_01d_2	86	30480	34221	0.1924	0.216
m_GR_in_01d_2	87	31969	35065	0.2018	0.2213
m_GR_in_01d_2	88	32701	36919	0.2064	0.233
m_GR_in_01d_2	89	33945	38363	0.2143	0.2421
m_GR_in_01d_2	90	35546	39344	0.2244	0.2483
m_GR_in_01d_2	91	36098	40664	0.2278	0.2567
m_GR_in_01d_2	92	37389	41965	0.236	0.2649
m_GR_in_01d_2	93	39035	42905	0.2464	0.2708
m_GR_in_01d_2	94	40613	45842	0.2563	0.2894
m_GR_in_01d_2	95	42330	46745	0.2672	0.2951
m_GR_in_01d_2	96	43680	49292	0.2757	0.3111
m_GR_in_01d_2	97	45200	50238	0.2853	0.3171
m_GR_in_01d_2	98	46570	52711	0.2939	0.3327
m_GR_in_01d_2	99	48286	53334	0.3048	0.3366
m_GR_in_01d_2	100	49267	55360	0.311	0.3494
m_GR_in_01d_2	101	51339	58728	0.324	0.3707
m_GR_in_01d_2	102	52957	59374	0.3343	0.3748
m_GR_in_01d_2	103	55826	61491	0.3524	0.3881
m_GR_in_01d_2	104	56512	62836	0.3567	0.3966
m_GR_in_01d_2	105	58901	65463	0.3718	0.4132
m_GR_in_01d_2	106	61037	65909	0.3853	0.416
m_GR_in_01d_2	107	62793	69308	0.3963	0.4375
m_GR_in_01d_2	108	64543	72182	0.4074	0.4556
m_GR_in_01d_2	109	65327	71718	0.4123	0.4527
m_GR_in_01d_2	110	67164	70837	0.4239	0.4471
m_GR_in_01d_2	111	67500	67877	0.4261	0.4284
m_GR_in_01d_2	112	65930	61288	0.4161	0.3868
m_GR_in_01d_2	113	65900	56670	0.416	0.3577
m_GR_in_01d_2	114	67126	53125	0.4237	0.3353
m_GR_in_01d_2	115	69104	53956	0.4362	0.3406
m_GR_in_01d_2	116	69994	54367	0.4418	0.3432
m_GR_in_01d_2	117	72063	56436	0.4549	0.3562
m_GR_in_01d_2	118	82525	85270	0.5209	0.5382
m_GR_in_01d_2	119	85113	88156	0.5372	0.5564
m_GR_in_01d_2	120	85786	87296	0.5415	0.551
m_GR_in_01d_2	121	86677	86003	0.5471	0.5428
m_GR_in_01d_2	122	84320	75394	0.5322	0.4759
m_GR_in_01d_2	123	84992	68484	0.5365	0.4323
m_GR_in_01d_2	124	85245	64092	0.5381	0.4045
m_GR_in_01d_2	125	88310	66100	0.5574	0.4172
m_GR_in_01d_2	126	89562	66429	0.5653	0.4193
m_GR_in_01d_2	127	92833	68637	0.586	0.4332
m_GR_in_01d_2	128	100786	101618	0.6362	0.6414
m_GR_in_01d_2	129	103212	103465	0.6515	0.6531
m_GR_in_01d_2	130	105242	104562	0.6643	0.66
m_GR_in_01d_2	131	108233	105413	0.6832	0.6654
m_GR_in_01d_2	132	106941	103159	0.675	0.6511
m_GR_in_01d_2	133	107847	104284	0.6807	0.6582
m_GR_in_01d_2	134	109675	105532	0.6923	0.6661
m_GR_in_01d_2	135	110623	106612	0.6982	0.6729
m_GR_in_01d_2	136	110845	106773	0.6996	0.6739
m_GR_in_01d_2	137	108386	108251	0.6841	0.6833
m_GR_in_01d_2	138	115804	115682	0.7309	0.7302
m_GR_in_01d_2	139	118666	118228	0.749	0.7462
m_GR_in_01d_2	140	118625	118000	0.7488	0.7448
m_GR_in_01d_2	141	115862	116448	0.7313	0.735
m_GR_in_01d_2	142	115800	115455	0.7309	0.7287
m_GR_in_01d_2	143	117368	117398	0.7408	0.741
m_GR_in_01d_2	144	125760	127300	0.7938	0.8035
m_GR_in_01d_2	150	10691682	10684020	67.485	67.4367
m_GR_in_01d_3	20	260	332	0.0016	0.0021
m_GR_in_01d_3	21	408	548	0.0026	0.0035
m_GR_in_01d_3	22	544	778	0.0035	0.0049
m_GR_in_01d_3	23	684	1086	0.0043	0.0069
m_GR_in_01d_3	24	789	1266	0.005	0.008
m_GR_in_01d_3	25	1092	1443	0.0069	0.0092
m_GR_in_01d_3	26	1531	1740	0.0097	0.011
m_GR_in_01d_3	27	1760	2075	0.0112	0.0132
m_GR_in_01d_3	28	1963	2287	0.0125	0.0145
m_GR_in_01d_3	29	2663	2784	0.0169	0.0177
m_GR_in_01d_3	30	2872	2898	0.0182	0.0184
m_GR_in_01d_3	31	3178	3353	0.0202	0.0213
m_GR_in_01d_3	32	3361	3752	0.0213	0.0238
m_GR_in_01d_3	33	3767	3923	0.0239	0.0249
m_GR_in_01d_3	34	3731	4006	0.0237	0.0254
m_GR_in_01d_3	35	3840	4365	0.0244	0.0277
m_GR_in_01d_3	36	4024	4379	0.0255	0.0278
m_GR_in_01d_3	37	4265	4936	0.0271	0.0313
m_GR_in_01d_3	38	4861	5222	0.0308	0.0331
m_GR_in_01d_3	39	4872	5332	0.0309	0.0338
m_GR_in_01d_3	40	5049	5626	0.032	0.0357
m_GR_in_01d_3	41	5329	5676	0.0338	0.036
m_GR_in_01d_3	42	5679	6015	0.036	0.0382
m_GR_in_01d_3	43	6026	6368	0.0382	0.0404
m_GR_in_01d_3	44	5946	6601	0.0377	0.0419
m_GR_in_01d_3	45	6193	6718	0.0393	0.0426
m_GR_in_01d_3	46	6538	7180	0.0415	0.0456
m_GR_in_01d_3	47	6791	7193	0.0431	0.0456
m_GR_in_01d_3	48	7045	7917	0.0447	0.0502
m_GR_in_01d_3	49	7366	8573	0.0467	0.0544
m_GR_in_01d_3	50	7664	8682	0.0486	0.0551
m_GR_in_01d_3	51	8044	8972	0.051	0.0569
m_GR_in_01d_3	52	8221	9431	0.0522	0.0598
m_GR_in_01d_3	53	8876	9084	0.0563	0.0576
m_GR_in_01d_3	54	9127	10061	0.0579	0.0638
m_GR_in_01d_3	55	9115	9986	0.0578	0.0634
m_GR_in_01d_3	56	9659	10418	0.0613	0.0661
m_GR_in_01d_3	57	9828	10848	0.0624	0.0688
m_GR_in_01d_3	58	10813	11498	0.0686	0.0729
m_GR_in_01d_3	59	10856	12388	0.0689	0.0786
m_GR_in_01d_3	60	10831	11973	0.0687	0.076
m_GR_in_01d_3	61	11772	12976	0.0747	0.0823
m_GR_in_01d_3	62	12158	13539	0.0771	0.0859
m_GR_in_01d_3	63	12611	13418	0.08	0.0851
m_GR_in_01d_3	64	13406	14502	0.0851	0.092
m_GR_in_01d_3	65	13472	14821	0.0855	0.094
m_GR_in_01d_3	66	14192	15445	0.09	0.098
m_GR_in_01d_3	67	14420	16436	0.0915	0.1043
m_GR_in_01d_3	68	14886	16888	0.0944	0.1071
m_GR_in_01d_3	69	15360	17894	0.0975	0.1135
m_GR_in_01d_3	70	15943	18489	0.1011	0.1173
m_GR_in_01d_3	71	16368	18545	0.1038	0.1177
m_GR_in_01d_3	72	17061	19253	0.1082	0.1221
m_GR_in_01d_3	73	17737	19764	0.1125	0.1254
m_GR_in_01d_3	74	19103	20889	0.1212	0.1325
m_GR_in_01d_3	75	18997	20780	0.1205	0.1318
m_GR_in_01d_3	76	19609	22251	0.1244	0.1412
m_GR_in_01d_3	77	20683	23183	0.1312	0.1471
m_GR_in_01d_3	78	21529	23922	0.1366	0.1518
m_GR_in_01d_3	79	22144	25244	0.1405	0.1602
m_GR_in_01d_3	80	22675	25580	0.1439	0.1623
m_GR_in_01d_3	81	23956	26358	0.152	0.1672
m_GR_in_01d_3	82	24120	27518	0.153	0.1746
m_GR_in_01d_3	83	25292	27989	0.1605	0.1776
m_GR_in_01d_3	84	26237	29109	0.1665	0.1847
m_GR_in_01d_3	85	26808	29844	0.1701	0.1893
m_GR_in_01d_3	86	27486	30813	0.1744	0.1955
m_GR_in_01d_3	87	29358	31438	0.1863	0.1995
m_GR_in_01d_3	88	29996	32981	0.1903	0.2092
m_GR_in_01d_3	89	30016	33937	0.1904	0.2153
m_GR_in_01d_3	90	31653	34938	0.2008	0.2217
m_GR_in_01d_3	91	32679	35749	0.2073	0.2268
m_GR_in_01d_3	92	33249	37062	0.2109	0.2351
m_GR_in_01d_3	93	34988	37999	0.222	0.2411
m_GR_in_01d_3	94	36183	40510	0.2296	0.257
m_GR_in_01d_3	95	37575	41421	0.2384	0.2628
m_GR_in_01d_3	96	38304	42097	0.243	0.2671
m_GR_in_01d_3	97	39801	43583	0.2525	0.2765
m_GR_in_01d_3	98	40678	44437	0.2581	0.2819
m_GR_in_01d_3	99	41878	46877	0.2657	0.2974
m_GR_in_01d_3	100	43174	48756	0.2739	0.3093
m_GR_in_01d_3	101	44767	49862	0.284	0.3163
m_GR_in_01d_3	102	46302	50184	0.2938	0.3184
m_GR_in_01d_3	103	47304	52671	0.3001	0.3342
m_GR_in_01d_3	104	48395	53624	0.307	0.3402
m_GR_in_01d_3	105	50146	55702	0.3181	0.3534
m_GR_in_01d_3	106	51329	56709	0.3257	0.3598
m_GR_in_01d_3	107	52821	58527	0.3351	0.3713
m_GR_in_01d_3	108	53947	58931	0.3423	0.3739
m_GR_in_01d_3	109	55617	59820	0.3529	0.3795
m_GR_in_01d_3	110	57308	59579	0.3636	0.378
m_GR_in_01d_3	111	56736	55613	0.36	0.3528
m_GR_in_01d_3	112	54558	50476	0.3461	0.3202
m_GR_in_01d_3	113	55210	47328	0.3503	0.3003
m_GR_in_01d_3	114	55883	44099	0.3545	0.2798
m_GR_in_01d_3	115	56000	45165	0.3553	0.2865
m_GR_in_01d_3	116	58251	44604	0.3696	0.283
m_GR_in_01d_3	117	59474	46667	0.3773	0.2961
m_GR_in_01d_3	118	67791	70819	0.4301	0.4493
m_GR_in_01d_3	119	69511	71510	0.441	0.4537
m_GR_in_01d_3	120	69841	71689	0.4431	0.4548
m_GR_in_01d_3	121	70514	69043	0.4474	0.438
m_GR_in_01d_3	122	70257	62000	0.4457	0.3934
m_GR_in_01d_3	123	70193	55824	0.4453	0.3542
m_GR_in_01d_3	124	70744	53055	0.4488	0.3366
m_GR_in_01d_3	125	72100	53599	0.4574	0.3401
m_GR_in_01d_3	126	73937	54558	0.4691	0.3461
m_GR_in_01d_3	127	74917	55956	0.4753	0.355
m_GR_in_01d_3	128	82600	83100	0.524	0.5272
m_GR_in_01d_3	129	83412	83559	0.5292	0.5301
m_GR_in_01d_3	130	86416	85825	0.5483	0.5445
m_GR_in_01d_3	131	87281	85484	0.5537	0.5423
m_GR_in_01d_3	132	86137	83483	0.5465	0.5297
m_GR_in_01d_3	133	86668	83321	0.5499	0.5286
m_GR_in_01d_3	134	89054	86038	0.565	0.5459
m_GR_in_01d_3	135	89167	85822	0.5657	0.5445
m_GR_in_01d_3	136	90215	87033	0.5724	0.5522
m_GR_in_01d_3	137	87106	86310	0.5526	0.5476
m_GR_in_01d_3	138	93953	93857	0.5961	0.5955
m_GR_in_01d_3	139	96598	96223	0.6129	0.6105
m_GR_in_01d_3	140	97150	96411	0.6164	0.6117
m_GR_in_01d_3	141	92588	93124	0.5874	0.5908
m_GR_in_01d_3	142	94891	94702	0.602	0.6008
m_GR_in_01d_3	143	96616	97003	0.613	0.6154
m_GR_in_01d_3	144	105063	107638	0.6666	0.6829
m_GR_in_01d_3	150	11400079	11390370	72.327	72.2654
m_GR_un_01d_1	20	1141	1390	0.0084	0.0102
m_GR_un_01d_1	21	1618	2514	0.0119	0.0185
m_GR_un_01d_1	22	2670	3527	0.0196	0.0259
m_GR_un_01d_1	23	3249	4569	0.0239	0.0336
m_GR_un_01d_1	24	4104	5981	0.0301	0.0439
m_GR_un_01d_1	25	4728	7329	0.0347	0.0538
m_GR_un_01d_1	26	6267	8580	0.046	0.063
m_GR_un_01d_1	27	7719	10456	0.0567	0.0768
m_GR_un_01d_1	28	9621	12254	0.0707	0.09
m_GR_un_01d_1	29	11819	14020	0.0868	0.103
m_GR_un_01d_1	30	13297	15772	0.0977	0.1159
m_GR_un_01d_1	31	14984	17697	0.1101	0.13
m_GR_un_01d_1	32	16510	19544	0.1213	0.1436
m_GR_un_01d_1	33	16764	20432	0.1231	0.1501
m_GR_un_01d_1	34	17787	21542	0.1307	0.1582
m_GR_un_01d_1	35	19014	23083	0.1397	0.1696
m_GR_un_01d_1	36	19905	22839	0.1462	0.1678
m_GR_un_01d_1	37	21774	25781	0.1599	0.1894
m_GR_un_01d_1	38	22508	25435	0.1653	0.1868
m_GR_un_01d_1	39	23358	25700	0.1716	0.1888
m_GR_un_01d_1	40	24277	26978	0.1783	0.1982
m_GR_un_01d_1	41	25764	27945	0.1892	0.2053
m_GR_un_01d_1	42	26783	28807	0.1967	0.2116
m_GR_un_01d_1	43	27688	29667	0.2034	0.2179
m_GR_un_01d_1	44	27159	30140	0.1995	0.2214
m_GR_un_01d_1	45	27806	30887	0.2042	0.2269
m_GR_un_01d_1	46	28468	32012	0.2091	0.2351
m_GR_un_01d_1	47	29501	32264	0.2167	0.237
m_GR_un_01d_1	48	30303	33347	0.2226	0.2449
m_GR_un_01d_1	49	31144	34601	0.2288	0.2542
m_GR_un_01d_1	50	31108	34054	0.2285	0.2501
m_GR_un_01d_1	51	33176	34993	0.2437	0.257
m_GR_un_01d_1	52	33706	36113	0.2476	0.2653
m_GR_un_01d_1	53	34065	36239	0.2502	0.2662
m_GR_un_01d_1	54	35072	37905	0.2576	0.2784
m_GR_un_01d_1	55	34971	39001	0.2569	0.2865
m_GR_un_01d_1	56	36155	39642	0.2656	0.2912
m_GR_un_01d_1	57	35581	39623	0.2614	0.291
m_GR_un_01d_1	58	36596	40771	0.2688	0.2995
m_GR_un_01d_1	59	37570	41538	0.276	0.3051
m_GR_un_01d_1	60	38465	41558	0.2825	0.3053
m_GR_un_01d_1	61	39178	42429	0.2878	0.3117
m_GR_un_01d_1	62	40008	42261	0.2939	0.3104
m_GR_un_01d_1	63	41720	44818	0.3065	0.3292
m_GR_un_01d_1	64	41375	45290	0.3039	0.3327
m_GR_un_01d_1	65	41840	45115	0.3073	0.3314
m_GR_un_01d_1	66	43195	46792	0.3173	0.3437
m_GR_un_01d_1	67	42840	49635	0.3147	0.3646
m_GR_un_01d_1	68	44028	48411	0.3234	0.3556
m_GR_un_01d_1	69	45197	50488	0.332	0.3709
m_GR_un_01d_1	70	45557	50451	0.3346	0.3706
m_GR_un_01d_1	71	46589	50720	0.3422	0.3726
m_GR_un_01d_1	72	47639	51728	0.3499	0.38
m_GR_un_01d_1	73	48188	52350	0.354	0.3845
m_GR_un_01d_1	74	49997	53284	0.3673	0.3914
m_GR_un_01d_1	75	50644	55046	0.372	0.4043
m_GR_un_01d_1	76	51593	55977	0.379	0.4112
m_GR_un_01d_1	77	52367	57320	0.3847	0.421
m_GR_un_01d_1	78	52331	58146	0.3844	0.4271
m_GR_un_01d_1	79	53747	59519	0.3948	0.4372
m_GR_un_01d_1	80	54179	59187	0.398	0.4348
m_GR_un_01d_1	81	55587	61053	0.4083	0.4485
m_GR_un_01d_1	82	56418	62519	0.4144	0.4592
m_GR_un_01d_1	83	58287	62377	0.4281	0.4582
m_GR_un_01d_1	84	59269	64156	0.4354	0.4713
m_GR_un_01d_1	85	59246	65164	0.4352	0.4787
m_GR_un_01d_1	86	61010	66695	0.4481	0.4899
m_GR_un_01d_1	87	60842	66388	0.4469	0.4877
m_GR_un_01d_1	88	63223	67046	0.4644	0.4925
m_GR_un_01d_1	89	64038	68529	0.4704	0.5034
m_GR_un_01d_1	90	64961	69544	0.4772	0.5108
m_GR_un_01d_1	91	65613	70834	0.482	0.5203
m_GR_un_01d_1	92	66777	71765	0.4905	0.5271
m_GR_un_01d_1	93	67117	73228	0.493	0.5379
m_GR_un_01d_1	94	69035	75186	0.5071	0.5523
m_GR_un_01d_1	95	69587	76276	0.5111	0.5603
m_GR_un_01d_1	96	70715	76994	0.5194	0.5656
m_GR_un_01d_1	97	72338	78079	0.5314	0.5735
m_GR_un_01d_1	98	74334	79473	0.546	0.5838
m_GR_un_01d_1	99	74760	81005	0.5491	0.595
m_GR_un_01d_1	100	75663	81030	0.5558	0.5952
m_GR_un_01d_1	101	76229	85025	0.5599	0.6245
m_GR_un_01d_1	102	77817	82454	0.5716	0.6057
m_GR_un_01d_1	103	79537	83795	0.5842	0.6155
m_GR_un_01d_1	104	80163	86151	0.5888	0.6328
m_GR_un_01d_1	105	79897	86651	0.5869	0.6365
m_GR_un_01d_1	106	82907	87666	0.609	0.6439
m_GR_un_01d_1	107	83486	88472	0.6132	0.6499
m_GR_un_01d_1	108	84679	88843	0.622	0.6526
